Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
578;1;1;"F. HALLES P+D";0,00;0,00 €
579;2;1;"Total Net";117,00;2073,21 €
580;2;1;"Total Brut";117,00;2082,60 €
581;2;1;" dont Ventes";115,00;2073,21 €
582;2;1;" dont Remises";2,00;9,39 €
583;2;1;"Total Annulations";1,00;17,80 €
584;2;1;"Total Perte";5,00;89,00 €
585;2;1;"Total Modification Note";38,00;676,40 €
586;0;0;"";0,00;0,00 €
587;4;0;"Net MENUS";487,00;7107,72 €
588;4;0;"Brut MENUS";487,00;7128,00 €
589;4;0;" dont Ventes";477,00;7107,72 €
590;4;0;" dont Remises";10,00;20,28 €
591;4;0;"Annulations";4,00;44,90 €
592;4;0;"Perte";14,00;189,20 €
593;4;0;"Avoir Ticket";10,00;143,00 €
594;4;0;"Modification Note";116,00;1743,80 €
595;0;0;"";0,00;0,00 €
596;1;0;"PLATS TERROIRS";0,00;0,00 €
597;1;1;"ANDOUILLETTE";0,00;0,00 €
598;2;1;"Total Net";23,00;361,10 €
599;2;1;" dont Ventes";23,00;361,10 €
600;2;1;"Total Annulations";4,00;62,80 €
601;2;1;"Total Avoir Ticket";1,00;15,70 €
602;2;1;"Total Modification Note";3,00;47,10 €
603;0;0;"";0,00;0,00 €
604;1;1;"DOUBLE FILET BAR";0,00;0,00 €
605;2;1;"Total Net";14,00;267,40 €
606;2;1;" dont Ventes";14,00;267,40 €
607;2;1;"Total Modification Note";4,00;76,40 €
608;0;0;"";0,00;0,00 €
609;1;1;"ENFANT POULET CROUSTILLANT";0,00;0,00 €
610;2;1;"Total Net";53,00;0,00 €
611;2;1;" dont Menus";53,00;0,00 €
612;2;1;"Total Avoir Ticket";2,00;0,00 €
613;2;1;"Total Modification Note";10,00;0,00 €
614;0;0;"";0,00;0,00 €
615;1;1;"JAMBON GRILLE";0,00;0,00 €
616;2;1;"Total Net";40,00;365,00 €
617;2;1;" dont Ventes";25,00;365,00 €
618;2;1;" dont Menus";15,00;0,00 €
619;2;1;"Total Modification Note";1,00;14,60 €
620;0;0;"";0,00;0,00 €
621;1;1;"POULET CROUSTILLANT";0,00;0,00 €
622;2;1;"Total Net";13,00;0,00 €
623;2;1;" dont Menus";13,00;0,00 €
624;0;0;"";0,00;0,00 €
625;1;1;"POULET OLIVES CITRONS";0,00;0,00 €
626;2;1;"Total Net";34,00;540,71 €
627;2;1;"Total Brut";35,00;558,25 €
628;2;1;" dont Ventes";33,00;540,71 €
629;2;1;" dont Remises";1,00;1,59 €
630;2;1;" dont Offert Client";1,00;15,95 €
631;2;1;"Total Avoir Ticket";1,00;15,95 €
632;2;1;"Total Modification Note";8,00;127,60 €
633;0;0;"";0,00;0,00 €
634;1;1;"SUPP TATAKI BOEUF";0,00;0,00 €
635;2;1;"Total Net";6,00;21,00 €
636;2;1;" dont Ventes";6,00;21,00 €
637;2;1;"Total Erreur de saisie";1,00;3,50 €
638;0;0;"";0,00;0,00 €
639;1;1;"SUPP TATAKI THON";0,00;0,00 €
640;2;1;"Total Net";17,00;59,50 €
641;2;1;" dont Ventes";17,00;59,50 €
642;2;1;"Total Annulations";1,00;3,50 €
643;2;1;"Total Avoir Ticket";1,00;3,50 €
644;2;1;"Total Modification Note";3,00;10,50 €
645;0;0;"";0,00;0,00 €
646;1;1;"TATAKI DE THON";0,00;0,00 €
647;2;1;"Total Net";31,00;554,90 €
648;2;1;" dont Ventes";31,00;554,90 €
649;2;1;"Total Modification Note";4,00;71,60 €
650;0;0;"";0,00;0,00 €
651;4;0;"Net PLATS TERROIRS";231,00;2169,61 €
652;4;0;"Brut PLATS TERROIRS";232,00;2187,15 €
653;4;0;" dont Ventes";149,00;2169,61 €
654;4;0;" dont Menus";81,00;0,00 €
655;4;0;" dont Remises";1,00;1,59 €
656;4;0;" dont Offert Client";1,00;15,95 €
657;4;0;"Annulations";5,00;66,30 €
658;4;0;"Erreur de saisie";1,00;3,50 €
659;4;0;"Avoir Ticket";5,00;35,15 €
660;4;0;"Modification Note";33,00;347,80 €
661;0;0;"";0,00;0,00 €
662;1;0;"PLATS VAE";0,00;0,00 €
663;1;1;"CLASSIC BURGER VAE";0,00;0,00 €
664;2;1;"Total Net";2,00;21,78 €
665;2;1;"Total Brut";2,00;24,20 €
666;2;1;" dont Ventes";0,00;21,78 €
667;2;1;" dont Remises";2,00;2,42 €
668;2;1;"Total Erreur de saisie";1,00;12,10 €
669;2;1;"Total Modification Note";1,00;12,10 €
670;0;0;"";0,00;0,00 €
671;1;1;"CLASSIC FRITES";0,00;0,00 €
672;2;1;"Total Net";1,00;0,00 €
673;2;1;" dont Menus";1,00;0,00 €
674;2;1;"Total Erreur de saisie";1,00;0,00 €
675;0;0;"";0,00;0,00 €
676;1;1;"ENFANT PTIT BURGER VAE";0,00;0,00 €
677;2;1;"Total Net";3,00;0,00 €
678;2;1;" dont Menus";3,00;0,00 €
679;0;0;"";0,00;0,00 €
680;1;1;"ENTRECOTE VAE";0,00;0,00 €
681;2;1;"Total Net";2,00;37,20 €
682;2;1;" dont Ventes";2,00;37,20 €
683;0;0;"";0,00;0,00 €
684;1;1;"F. ENFANTS VAE";0,00;0,00 €
685;2;1;"Total Net";3,00;16,50 €
686;2;1;" dont Ventes";3,00;16,50 €
687;0;0;"";0,00;0,00 €
688;1;1;"MAQUIGNON VAE";0,00;0,00 €
689;2;1;"Total Net";3,00;37,20 €
690;2;1;" dont Ventes";3,00;37,20 €
691;0;0;"";0,00;0,00 €
692;1;1;"POULET CROUSTILLANT VAE";0,00;0,00 €
693;2;1;"Total Net";1,00;10,80 €
694;2;1;"Total Brut";1,00;12,00 €
695;2;1;" dont Ventes";0,00;10,80 €
696;2;1;" dont Remises";1,00;1,20 €
697;2;1;"Total Modification Note";1,00;12,00 €
698;0;0;"";0,00;0,00 €
699;1;1;"RUSTIQUE MAQUI. VAE";0,00;0,00 €
700;2;1;"Total Net";4,00;51,84 €
701;2;1;"Total Brut";4,00;57,60 €
702;2;1;" dont Ventes";0,00;51,84 €
703;2;1;" dont Remises";4,00;5,76 €
704;2;1;"Total Erreur de saisie";1,00;14,40 €
705;0;0;"";0,00;0,00 €
706;4;0;"Net PLATS VAE";19,00;175,32 €
707;4;0;"Brut PLATS VAE";19,00;184,70 €
708;4;0;" dont Ventes";8,00;175,32 €
709;4;0;" dont Menus";4,00;0,00 €
710;4;0;" dont Remises";7,00;9,38 €
711;4;0;"Erreur de saisie";3,00;26,50 €
712;4;0;"Modification Note";2,00;24,10 €
713;0;0;"";0,00;0,00 €
714;1;0;"SALADES ENTREES";0,00;0,00 €
715;1;1;"AVOCADO TOAST";0,00;0,00 €
716;2;1;"Total Net";28,00;0,00 €
717;2;1;" dont Menus";28,00;0,00 €
718;2;1;"Total Avoir Ticket";1,00;0,00 €
719;2;1;"Total Modification Note";8,00;0,00 €
720;0;0;"";0,00;0,00 €
721;1;1;"PETITE CHEVRE LARD";0,00;0,00 €
722;2;1;"Total Net";34,00;287,30 €
723;2;1;" dont Ventes";34,00;287,30 €
724;2;1;"Total Annulations";1,00;8,45 €
725;2;1;"Total Avoir Ticket";1,00;8,45 €
726;2;1;"Total Modification Note";3,00;25,35 €
727;0;0;"";0,00;0,00 €
728;1;1;"PETITE ST MARCELLIN MIEL";0,00;0,00 €
729;2;1;"Total Net";56,00;0,00 €
730;2;1;" dont Menus";56,00;0,00 €
731;2;1;"Total Avoir Ticket";1,00;0,00 €
732;2;1;"Total Modification Note";20,00;0,00 €
733;0;0;"";0,00;0,00 €
734;4;0;"Net SALADES ENTREES";118,00;287,30 €
735;4;0;" dont Ventes";34,00;287,30 €
736;4;0;" dont Menus";84,00;0,00 €
737;4;0;"Annulations";1,00;8,45 €
738;4;0;"Avoir Ticket";3,00;8,45 €
739;4;0;"Modification Note";31,00;25,35 €
740;0;0;"";0,00;0,00 €
741;1;0;"SALADES PLATS";0,00;0,00 €
742;1;1;"GRANDE BUDDHA BOWL";0,00;0,00 €
743;2;1;"Total Net";52,00;884,00 €
744;2;1;"Total Brut";54,00;918,00 €
745;2;1;" dont Ventes";52,00;884,00 €
746;2;1;" dont Offert Client";2,00;34,00 €
747;2;1;"Total Annulations";2,00;34,00 €
748;2;1;"Total Erreur de saisie";1,00;17,00 €
749;2;1;"Total Avoir Ticket";1,00;17,00 €
750;2;1;"Total Modification Note";9,00;153,00 €
751;0;0;"";0,00;0,00 €
752;1;1;"GRANDE BURRATA";0,00;0,00 €
753;2;1;"Total Net";54,00;1014,93 €
754;2;1;"Total Brut";55,00;1039,50 €
755;2;1;" dont Ventes";51,00;1014,93 €
756;2;1;" dont Remises";3,00;5,67 €
757;2;1;" dont Offert Client";1,00;18,90 €
758;2;1;"Total Erreur de saisie";1,00;18,90 €
759;2;1;"Total Avoir Ticket";2,00;37,80 €
760;2;1;"Total Modification Note";10,00;189,00 €
761;0;0;"";0,00;0,00 €
762;1;1;"GRANDE CAESAR";0,00;0,00 €
763;2;1;"Total Net";96,00;936,51 €
764;2;1;"Total Brut";96,00;938,10 €
765;2;1;" dont Ventes";58,00;936,51 €
766;2;1;" dont Menus";37,00;0,00 €
767;2;1;" dont Remises";1,00;1,59 €
768;2;1;"Total Avoir Ticket";1,00;15,90 €
769;2;1;"Total Modification Note";20,00;111,30 €
770;0;0;"";0,00;0,00 €
771;1;1;"GRANDE CHEVRE LARD";0,00;0,00 €
772;2;1;"Total Net";36,00;570,81 €
773;2;1;"Total Brut";36,00;572,40 €
774;2;1;" dont Ventes";35,00;570,81 €
775;2;1;" dont Remises";1,00;1,59 €
776;2;1;"Total Modification Note";8,00;127,20 €
777;0;0;"";0,00;0,00 €
778;1;1;"GRANDE FESTIVAL";0,00;0,00 €
779;2;1;"Total Net";77,00;1336,35 €
780;2;1;"Total Brut";77,00;1345,20 €
781;2;1;" dont Ventes";71,00;1336,35 €
782;2;1;" dont Menus";1,00;0,00 €
783;2;1;" dont Remises";5,00;8,85 €
784;2;1;"Total Perte";1,00;17,70 €
785;2;1;"Total Erreur de saisie";1,00;17,70 €
786;2;1;"Total Modification Note";15,00;265,50 €
787;0;0;"";0,00;0,00 €
788;4;0;"Net SALADES PLATS";315,00;4742,60 €
789;4;0;"Brut SALADES PLATS";318,00;4813,20 €
790;4;0;" dont Ventes";267,00;4742,60 €
791;4;0;" dont Menus";38,00;0,00 €
792;4;0;" dont Remises";10,00;17,70 €
793;4;0;" dont Offert Client";3,00;52,90 €
794;4;0;"Annulations";2,00;34,00 €
795;4;0;"Perte";1,00;17,70 €
796;4;0;"Erreur de saisie";3,00;53,60 €
797;4;0;"Avoir Ticket";4,00;70,70 €
798;4;0;"Modification Note";62,00;846,00 €
799;0;0;"";0,00;0,00 €
800;1;0;"SUGGESTIONS";0,00;0,00 €
801;1;1;"FRITES A VOLONTE";0,00;0,00 €
802;2;1;"Total Net";113,00;0,00 €
803;2;1;" dont Ventes";113,00;0,00 €
804;2;1;"Total Perte";5,00;0,00 €
805;2;1;"Total Avoir Ticket";7,00;0,00 €
806;2;1;"Total Modification Note";30,00;0,00 €
807;0;0;"";0,00;0,00 €
808;1;1;"GARNITURES SUPPLEMENT";0,00;0,00 €
809;2;1;"Total Net";85,00;169,80 €
810;2;1;"Total Brut";88,00;176,00 €
811;2;1;" dont Ventes";84,00;169,80 €
812;2;1;" dont Remises";1,00;0,20 €
813;2;1;" dont Offert Client";3,00;6,00 €
814;2;1;"Total Annulations";2,00;4,00 €
815;2;1;"Total Avoir Ticket";2,00;4,00 €
816;2;1;"Total Modification Note";21,00;42,00 €
817;0;0;"";0,00;0,00 €
818;1;1;"HACHE ENFANT 110GR M";0,00;0,00 €
819;2;1;"Total Net";6,00;0,00 €
820;2;1;" dont Menus";6,00;0,00 €
821;2;1;"Total Modification Note";1,00;0,00 €
822;0;0;"";0,00;0,00 €
823;1;1;"PLAT DU JOUR 1";0,00;0,00 €
824;2;1;"Total Net";77,00;322,00 €
825;2;1;" dont Ventes";28,00;322,00 €
826;2;1;" dont Menus";49,00;0,00 €
827;2;1;"Total Annulations";2,00;11,50 €
828;2;1;"Total Erreur de saisie";1,00;11,50 €
829;2;1;"Total Modification Note";8,00;34,50 €
830;0;0;"";0,00;0,00 €
831;1;1;"PLAT DU JOUR 2";0,00;0,00 €
832;2;1;"Total Net";24,00;708,00 €
833;2;1;" dont Ventes";24,00;708,00 €
834;2;1;"Total Annulations";1,00;29,50 €
835;2;1;"Total Erreur de saisie";2,00;59,00 €
836;2;1;"Total Modification Note";2,00;59,00 €
837;0;0;"";0,00;0,00 €
838;1;1;"PTIT BURGER";0,00;0,00 €
839;2;1;"Total Net";73,00;0,00 €
840;2;1;" dont Menus";73,00;0,00 €
841;2;1;"Total Perte";7,00;0,00 €
842;2;1;"Total Avoir Ticket";4,00;0,00 €
843;2;1;"Total Modification Note";21,00;0,00 €
844;0;0;"";0,00;0,00 €
845;1;1;"SUG BOEUF";0,00;0,00 €
846;2;1;"Total Annulations";1,00;29,50 €
847;2;1;"Total Erreur de saisie";2,00;59,00 €
848;0;0;"";0,00;0,00 €
849;1;1;"SUPP LARD";0,00;0,00 €
850;2;1;"Total Net";1,00;1,00 €
851;2;1;" dont Ventes";1,00;1,00 €
852;0;0;"";0,00;0,00 €
853;1;1;"SUPP OEUF";0,00;0,00 €
854;2;1;"Total Net";5,00;5,00 €
855;2;1;" dont Ventes";5,00;5,00 €
856;0;0;"";0,00;0,00 €
857;4;0;"Net SUGGESTIONS";384,00;1205,80 €
858;4;0;"Brut SUGGESTIONS";387,00;1212,00 €
859;4;0;" dont Ventes";255,00;1205,80 €
860;4;0;" dont Menus";128,00;0,00 €
861;4;0;" dont Remises";1,00;0,20 €
862;4;0;" dont Offert Client";3,00;6,00 €
863;4;0;"Annulations";6,00;74,50 €
864;4;0;"Perte";12,00;0,00 €
865;4;0;"Erreur de saisie";5,00;129,50 €
866;4;0;"Avoir Ticket";13,00;4,00 €
867;4;0;"Modification Note";83,00;135,50 €
868;0;0;"";0,00;0,00 €
869;1;0;"VIANDES";0,00;0,00 €
870;1;1;"SCE BARBECUE";0,00;0,00 €
871;2;1;"Total Annulations";1,00;0,00 €
872;2;1;"Total Modification Note";1,00;0,00 €
873;0;0;"";0,00;0,00 €
874;1;1;"SCE BEARNAISE";0,00;0,00 €
875;2;1;"Total Annulations";1,00;0,00 €
876;2;1;"Total Modification Note";26,00;0,00 €
877;0;0;"";0,00;0,00 €
878;1;1;"SCE ECHALOTTES";0,00;0,00 €
879;2;1;"Total Annulations";1,00;0,00 €
880;2;1;"Total Avoir Ticket";2,00;0,00 €
881;2;1;"Total Modification Note";15,00;0,00 €
882;0;0;"";0,00;0,00 €
883;1;1;"SCE POIVRE";0,00;0,00 €
884;2;1;"Total Annulations";1,00;0,00 €
885;2;1;"Total Perte";1,00;0,00 €
886;2;1;"Total Erreur de saisie";1,00;0,00 €
887;2;1;"Total Avoir Ticket";8,00;0,00 €
888;2;1;"Total Modification Note";64,00;0,00 €
889;0;0;"";0,00;0,00 €
890;1;1;"SCE ROQUEFORT";0,00;0,00 €
891;2;1;"Total Annulations";29,50;0,00 €
892;2;1;"Total Perte";5,00;0,00 €
893;2;1;"Total Avoir Ticket";17,00;0,00 €
894;2;1;"Total Modification Note";55,00;0,00 €
895;0;0;"";0,00;0,00 €
896;4;0;"Annulations";33,50;0,00 €
897;4;0;"Perte";6,00;0,00 €
898;4;0;"Erreur de saisie";1,00;0,00 €
899;4;0;"Avoir Ticket";27,00;0,00 €
900;4;0;"Modification Note";161,00;0,00 €
901;0;0;"";0,00;0,00 €
902;1;0;"HACHES HORS PROMO";0,00;0,00 €
903;1;1;"HACHE 110GR";0,00;0,00 €
904;2;1;"Total Net";27,00;292,12 €
905;2;1;"Total Brut";27,00;294,30 €
906;2;1;" dont Ventes";25,00;292,12 €
907;2;1;" dont Remises";2,00;2,18 €
908;2;1;"Total Modification Note";2,00;21,80 €
909;0;0;"";0,00;0,00 €
910;1;1;"HACHE 220GR";0,00;0,00 €
911;2;1;"Total Net";11,00;162,80 €
912;2;1;" dont Ventes";11,00;162,80 €
913;2;1;"Total Modification Note";3,00;44,40 €
914;0;0;"";0,00;0,00 €
915;1;1;"HACHE 330GR";0,00;0,00 €
916;2;1;"Total Net";1,00;18,70 €
917;2;1;" dont Ventes";1,00;18,70 €
918;0;0;"";0,00;0,00 €
919;1;1;"STEAK HACHE SCE POIVRE";0,00;0,00 €
920;2;1;"Total Net";4,00;0,00 €
921;2;1;" dont Menus";4,00;0,00 €
922;0;0;"";0,00;0,00 €
923;4;0;"Net HACHES HORS PROMO";43,00;473,62 €
924;4;0;"Brut HACHES HORS PROMO";43,00;475,80 €
925;4;0;" dont Ventes";37,00;473,62 €
926;4;0;" dont Menus";4,00;0,00 €
927;4;0;" dont Remises";2,00;2,18 €
928;4;0;"Modification Note";5,00;66,20 €
929;0;0;"";0,00;0,00 €
930;1;0;"TARTARES HORS PROMO";0,00;0,00 €
931;1;1;"HACHE 110G SUPP";0,00;0,00 €
932;2;1;"Total Net";1,00;3,00 €
933;2;1;" dont Ventes";1,00;3,00 €
934;2;1;"Total Erreur de saisie";1,00;3,00 €
935;0;0;"";0,00;0,00 €
936;1;1;"TARPACCIO DOUBLE";0,00;0,00 €
937;2;1;"Total Net";14,00;312,20 €
938;2;1;" dont Ventes";14,00;312,20 €
939;2;1;"Total Modification Note";2,00;44,60 €
940;0;0;"";0,00;0,00 €
941;1;1;"TARPACCIO SIMPLE";0,00;0,00 €
942;2;1;"Total Net";11,00;196,90 €
943;2;1;" dont Ventes";11,00;196,90 €
944;2;1;"Total Modification Note";2,00;35,80 €
945;0;0;"";0,00;0,00 €
946;1;1;"TARTARE 110GR";0,00;0,00 €
947;2;1;"Total Net";42,00;232,50 €
948;2;1;" dont Ventes";15,00;232,50 €
949;2;1;" dont Menus";27,00;0,00 €
950;2;1;"Total Avoir Ticket";4,00;31,00 €
951;2;1;"Total Modification Note";9,00;31,00 €
952;0;0;"";0,00;0,00 €
953;1;1;"TARTARE 220GR";0,00;0,00 €
954;2;1;"Total Net";85,00;1419,33 €
955;2;1;"Total Brut";85,00;1421,20 €
956;2;1;" dont Ventes";75,00;1419,33 €
957;2;1;" dont Menus";9,00;0,00 €
958;2;1;" dont Remises";1,00;1,87 €
959;2;1;"Total Avoir Ticket";4,00;37,40 €
960;2;1;"Total Modification Note";14,00;205,70 €
961;0;0;"";0,00;0,00 €
962;1;1;"TARTARE 330GR";0,00;0,00 €
963;2;1;"Total Net";28,00;613,20 €
964;2;1;" dont Ventes";28,00;613,20 €
965;2;1;"Total Modification Note";3,00;65,70 €
966;0;0;"";0,00;0,00 €
967;1;1;"TARTARE POELE 110GR";0,00;0,00 €
968;2;1;"Total Net";3,00;46,50 €
969;2;1;" dont Ventes";3,00;46,50 €
970;0;0;"";0,00;0,00 €
971;1;1;"TARTARE POELE 220GR";0,00;0,00 €
972;2;1;"Total Net";4,00;74,80 €
973;2;1;" dont Ventes";4,00;74,80 €
974;0;0;"";0,00;0,00 €
975;1;1;"TARTARE POELE 330GR";0,00;0,00 €
976;2;1;"Total Net";4,00;87,60 €
977;2;1;" dont Ventes";4,00;87,60 €
978;2;1;"Total Modification Note";2,00;43,80 €
979;0;0;"";0,00;0,00 €
980;4;0;"Net TARTARES HORS PROMO";192,00;2986,03 €
981;4;0;"Brut TARTARES HORS PROMO";192,00;2987,90 €
982;4;0;" dont Ventes";155,00;2986,03 €
983;4;0;" dont Menus";36,00;0,00 €
984;4;0;" dont Remises";1,00;1,87 €
985;4;0;"Erreur de saisie";1,00;3,00 €
986;4;0;"Avoir Ticket";8,00;68,40 €
987;4;0;"Modification Note";32,00;426,60 €
988;0;0;"";0,00;0,00 €
989;1;0;"VIANDES HORS PROMO";0,00;0,00 €
990;1;1;"4 NUGGETS SUPP";0,00;0,00 €
991;2;1;"Total Net";2,00;4,00 €
992;2;1;"Total Brut";3,00;6,00 €
993;2;1;" dont Ventes";2,00;4,00 €
994;2;1;" dont Offert Client";1,00;2,00 €
995;2;1;"Total Avoir Ticket";2,00;4,00 €
996;2;1;"Total Modification Note";1,00;2,00 €
997;0;0;"";0,00;0,00 €
998;1;1;"ARAIGNEE 160GR";0,00;0,00 €
999;2;1;"Total Net";40,00;752,41 €
1000;2;1;"Total Brut";40,00;754,11 €
1001;2;1;" dont Ventes";39,00;752,41 €
1002;2;1;" dont Remises";1,00;1,70 €
1003;2;1;"Total Avoir Ticket";2,00;37,80 €
1004;2;1;"Total Modification Note";5,00;94,50 €
1005;0;0;"";0,00;0,00 €
1006;1;1;"ARAIGNEE 240GR";0,00;0,00 €
1007;2;1;"Total Net";18,00;421,20 €
1008;2;1;" dont Ventes";18,00;421,20 €
1009;2;1;"Total Avoir Ticket";2,00;46,80 €
1010;0;0;"";0,00;0,00 €
1011;1;1;"BAVETTE D'ALOYAU";0,00;0,00 €
1012;2;1;"Total Net";112,00;1882,67 €
1013;2;1;"Total Brut";112,00;1892,80 €
1014;2;1;" dont Ventes";106,00;1882,67 €
1015;2;1;" dont Remises";6,00;10,13 €
1016;2;1;"Total Avoir Ticket";3,00;50,70 €
1017;2;1;"Total Modification Note";27,00;456,30 €
1018;0;0;"";0,00;0,00 €
1019;1;1;"BROCH. CANARD PECHES";0,00;0,00 €
1020;2;1;"Total Net";50,00;943,11 €
1021;2;1;"Total Brut";50,00;945,00 €
1022;2;1;" dont Ventes";49,00;943,11 €
1023;2;1;" dont Remises";1,00;1,89 €
1024;2;1;"Total Modification Note";8,00;151,20 €
1025;0;0;"";0,00;0,00 €
1026;1;1;"BROCH. ONGLET";0,00;0,00 €
1027;2;1;"Total Net";34,00;600,03 €
1028;2;1;"Total Brut";34,00;601,80 €
1029;2;1;" dont Ventes";33,00;600,03 €
1030;2;1;" dont Remises";1,00;1,77 €
1031;2;1;"Total Modification Note";2,00;35,40 €
1032;0;0;"";0,00;0,00 €
1033;1;1;"CLASSIC BURGER";0,00;0,00 €
1034;2;1;"Total Net";63,00;918,34 €
1035;2;1;"Total Brut";63,00;919,80 €
1036;2;1;" dont Ventes";62,00;918,34 €
1037;2;1;" dont Remises";1,00;1,46 €
1038;2;1;"Total Avoir Ticket";2,00;29,20 €
1039;2;1;"Total Modification Note";6,00;87,60 €
1040;0;0;"";0,00;0,00 €
1041;1;1;"COTE 430GR";0,00;0,00 €
1042;2;1;"Total Net";62,00;1652,72 €
1043;2;1;"Total Brut";62,00;1674,20 €
1044;2;1;" dont Ventes";55,00;1652,72 €
1045;2;1;" dont Remises";7,00;21,48 €
1046;2;1;"Total Modification Note";10,00;265,60 €
1047;0;0;"";0,00;0,00 €
1048;1;1;"CROUSTI BURGER";0,00;0,00 €
1049;2;1;"Total Net";67,00;1125,54 €
1050;2;1;"Total Brut";67,00;1132,30 €
1051;2;1;" dont Ventes";65,00;1125,54 €
1052;2;1;" dont Remises";2,00;6,76 €
1053;2;1;"Total Annulations";2,00;33,80 €
1054;2;1;"Total Avoir Ticket";2,00;33,80 €
1055;2;1;"Total Modification Note";12,00;202,80 €
1056;0;0;"";0,00;0,00 €
1057;1;1;"DOUBLE CLASSIC BURGER";0,00;0,00 €
1058;2;1;"Total Net";16,00;281,60 €
1059;2;1;" dont Ventes";16,00;281,60 €
1060;2;1;"Total Avoir Ticket";1,00;17,60 €
1061;2;1;"Total Modification Note";7,00;123,20 €
1062;0;0;"";0,00;0,00 €
1063;1;1;"DOUBLE CROUSTI BURGER";0,00;0,00 €
1064;2;1;"Total Net";22,00;427,85 €
1065;2;1;"Total Brut";22,00;437,80 €
1066;2;1;" dont Ventes";19,00;427,85 €
1067;2;1;" dont Remises";3,00;9,95 €
1068;2;1;"Total Modification Note";6,00;119,40 €
1069;0;0;"";0,00;0,00 €
1070;1;1;"DOUBLE ESTIVAL BURGER";0,00;0,00 €
1071;2;1;"Total Net";9,00;179,10 €
1072;2;1;" dont Ventes";9,00;179,10 €
1073;2;1;"Total Modification Note";1,00;19,90 €
1074;0;0;"";0,00;0,00 €
1075;1;1;"DOUBLE MAQUIGNON";0,00;0,00 €
1076;2;1;"Total Net";1,00;17,80 €
1077;2;1;" dont Ventes";1,00;17,80 €
1078;0;0;"";0,00;0,00 €
1079;1;1;"DOUBLE RUSTIQUE MAQ.";0,00;0,00 €
1080;2;1;"Total Net";12,00;230,28 €
1081;2;1;"Total Brut";12,00;238,80 €
1082;2;1;" dont Ventes";11,00;230,28 €
1083;2;1;" dont Remises";1,00;8,52 €
1084;2;1;"Total Modification Note";1,00;19,90 €
1085;0;0;"";0,00;0,00 €
1086;1;1;"EMINCE BOEUF MARINE";0,00;0,00 €
1087;2;1;"Total Net";41,00;603,84 €
1088;2;1;"Total Brut";41,00;606,80 €
1089;2;1;" dont Ventes";39,00;603,84 €
1090;2;1;" dont Remises";2,00;2,96 €
1091;2;1;"Total Annulations";1,00;14,80 €
1092;2;1;"Total Avoir Ticket";1,00;14,80 €
1093;2;1;"Total Modification Note";6,00;88,80 €
1094;0;0;"";0,00;0,00 €
1095;1;1;"ENFANT COEUR ENTRECOTE";0,00;0,00 €
1096;2;1;"Total Net";21,00;0,00 €
1097;2;1;" dont Menus";21,00;0,00 €
1098;2;1;"Total Modification Note";2,00;0,00 €
1099;0;0;"";0,00;0,00 €
1100;1;1;"ENTRECOTE 230GR";0,00;0,00 €
1101;2;1;"Total Net";114,00;2403,29 €
1102;2;1;"Total Brut";114,00;2405,40 €
1103;2;1;" dont Ventes";113,00;2403,29 €
1104;2;1;" dont Remises";1,00;2,11 €
1105;2;1;"Total Perte";1,00;21,10 €
1106;2;1;"Total Modification Note";17,00;358,70 €
1107;0;0;"";0,00;0,00 €
1108;1;1;"ENTRECOTE 300GR";0,00;0,00 €
1109;2;1;"Total Net";32,00;917,80 €
1110;2;1;"Total Brut";32,00;921,60 €
1111;2;1;" dont Ventes";31,00;917,80 €
1112;2;1;" dont Remises";1,00;3,80 €
1113;2;1;"Total Modification Note";7,00;201,60 €
1114;0;0;"";0,00;0,00 €
1115;1;1;"ESTIVAL BURGER";0,00;0,00 €
1116;2;1;"Total Net";42,00;703,04 €
1117;2;1;"Total Brut";42,00;709,80 €
1118;2;1;" dont Ventes";38,00;703,04 €
1119;2;1;" dont Remises";4,00;6,76 €
1120;2;1;"Total Avoir Ticket";3,00;50,70 €
1121;2;1;"Total Modification Note";10,00;169,00 €
1122;0;0;"";0,00;0,00 €
1123;1;1;"GALETTE VEGETARIENNE";0,00;0,00 €
1124;2;1;"Total Net";5,00;3,66 €
1125;2;1;"Total Brut";5,00;4,00 €
1126;2;1;" dont Ventes";4,00;3,66 €
1127;2;1;" dont Remises";1,00;0,34 €
1128;2;1;"Total Avoir Ticket";1,00;1,00 €
1129;0;0;"";0,00;0,00 €
1130;1;1;"GRILLADE PORC";0,00;0,00 €
1131;2;1;"Total Net";1,00;0,00 €
1132;2;1;" dont Menus";1,00;0,00 €
1133;0;0;"";0,00;0,00 €
1134;1;1;"MAQUIGNON";0,00;0,00 €
1135;2;1;"Total Net";75,00;659,43 €
1136;2;1;"Total Brut";75,00;666,00 €
1137;2;1;" dont Ventes";43,00;659,43 €
1138;2;1;" dont Menus";30,00;0,00 €
1139;2;1;" dont Remises";2,00;6,57 €
1140;2;1;"Total Perte";2,00;0,00 €
1141;2;1;"Total Modification Note";23,00;148,00 €
1142;0;0;"";0,00;0,00 €
1143;1;1;"MILLEFEUILLE BOEUF";0,00;0,00 €
1144;2;1;"Total Net";58,00;1069,29 €
1145;2;1;"Total Brut";58,00;1073,00 €
1146;2;1;" dont Ventes";56,00;1069,29 €
1147;2;1;" dont Remises";2,00;3,71 €
1148;2;1;"Total Annulations";1,00;18,50 €
1149;2;1;"Total Perte";1,00;18,50 €
