Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
612;1;1;1664 33CL;0,00;0,00 €
613;2;1;Total Net;102,00;529,88 €
614;2;1;Total Brut;102,00;530,40 €
615;2;1; dont Ventes;101,00;529,88 €
616;2;1; dont Remises;1,00;0,52 €
617;2;1;Total Avoir Ticket;6,00;31,20 €
618;2;1;Total Modification Note;25,00;130,00 €
619;0;0;;0,00;0,00 €
620;1;1;1664 50CL;0,00;0,00 €
621;2;1;Total Net;89,00;643,52 €
622;2;1;Total Brut;89,00;649,72 €
623;2;1; dont Ventes;85,00;643,52 €
624;2;1; dont Remises;4,00;6,20 €
625;2;1;Total Avoir Ticket;2,00;14,80 €
626;2;1;Total Modification Note;29,00;214,60 €
627;0;0;;0,00;0,00 €
628;1;1;GRIM AMBREE 33CL;0,00;0,00 €
629;2;1;Total Net;23,00;142,02 €
630;2;1;Total Brut;23,00;145,28 €
631;2;1; dont Ventes;19,00;142,02 €
632;2;1; dont Remises;4,00;3,26 €
633;2;1;Total Modification Note;7,00;44,80 €
634;0;0;;0,00;0,00 €
635;1;1;GRIM BLANCHE 33CL;0,00;0,00 €
636;2;1;Total Net;34,00;207,18 €
637;2;1;Total Brut;34,00;211,84 €
638;2;1; dont Ventes;30,00;207,18 €
639;2;1; dont Remises;4,00;4,66 €
640;2;1;Total Erreur de saisie;1,00;6,40 €
641;2;1;Total Modification Note;8,00;51,20 €
642;0;0;;0,00;0,00 €
643;1;1;GRIM PRESS 25CL;0,00;0,00 €
644;2;1;Total Net;51,00;243,84 €
645;2;1;Total Brut;51,00;244,80 €
646;2;1; dont Ventes;49,00;243,84 €
647;2;1; dont Remises;2,00;0,96 €
648;2;1;Total Avoir Ticket;1,00;4,80 €
649;2;1;Total Modification Note;9,00;43,20 €
650;0;0;;0,00;0,00 €
651;1;1;GRIM PRESS 33CL;0,00;0,00 €
652;2;1;Total Net;122,00;679,78 €
653;2;1;Total Brut;122,00;681,52 €
654;2;1; dont Ventes;120,00;679,78 €
655;2;1; dont Remises;2,00;1,74 €
656;2;1;Total Avoir Ticket;1,00;5,60 €
657;2;1;Total Modification Note;23,00;128,80 €
658;0;0;;0,00;0,00 €
659;1;1;GRIM PRESS 50CL;0,00;0,00 €
660;2;1;Total Net;66,00;497,72 €
661;2;1;Total Brut;66,00;499,32 €
662;2;1; dont Ventes;65,00;497,72 €
663;2;1; dont Remises;1,00;1,60 €
664;2;1;Total Modification Note;31,00;235,60 €
665;0;0;;0,00;0,00 €
666;1;1;MONACO 25CL;0,00;0,00 €
667;2;1;Total Net;19,00;76,00 €
668;2;1; dont Ventes;19,00;76,00 €
669;2;1;Total Modification Note;6,00;24,00 €
670;0;0;;0,00;0,00 €
671;1;1;MONACO 33CL;0,00;0,00 €
672;2;1;Total Net;29,00;133,40 €
673;2;1; dont Ventes;29,00;133,40 €
674;2;1;Total Modification Note;8,00;36,80 €
675;0;0;;0,00;0,00 €
676;1;1;MONACO 50CL;0,00;0,00 €
677;2;1;Total Net;8,00;53,60 €
678;2;1; dont Ventes;8,00;53,60 €
679;2;1;Total Modification Note;1,00;6,70 €
680;0;0;;0,00;0,00 €
681;1;1;PANACHE 25CL;0,00;0,00 €
682;2;1;Total Net;5,00;20,00 €
683;2;1; dont Ventes;5,00;20,00 €
684;0;0;;0,00;0,00 €
685;1;1;PANACHE 33CL;0,00;0,00 €
686;2;1;Total Net;11,00;50,60 €
687;2;1; dont Ventes;11,00;50,60 €
688;2;1;Total Modification Note;1,00;4,60 €
689;0;0;;0,00;0,00 €
690;1;1;PANACHE 50CL;0,00;0,00 €
691;2;1;Total Net;3,00;20,10 €
692;2;1; dont Ventes;3,00;20,10 €
693;2;1;Total Modification Note;1,00;6,70 €
694;0;0;;0,00;0,00 €
695;4;0;Net BIERES;655,00;3660,94 €
696;4;0;Brut BIERES;656,00;3684,08 €
697;4;0; dont Ventes;624,00;3633,64 €
698;4;0; dont Menus;13,00;27,30 €
699;4;0; dont Remises;18,00;18,94 €
700;4;0; dont Offert Client;1,00;4,20 €
701;4;0;Annulations;2,00;8,40 €
702;4;0;Erreur de saisie;1,00;6,40 €
703;4;0;Avoir Ticket;11,00;58,50 €
704;4;0;Modification Note;165,00;985,80 €
705;0;0;;0,00;0,00 €
706;1;0;BOISSONS VAE 20%;0,00;0,00 €
707;1;1;1664 33CL VAE;0,00;0,00 €
708;2;1;Total Net;1,00;3,50 €
709;2;1; dont Ventes;1,00;3,50 €
710;0;0;;0,00;0,00 €
711;4;0;Net BOISSONS VAE 20%;1,00;3,50 €
712;4;0; dont Ventes;1,00;3,50 €
713;0;0;;0,00;0,00 €
714;1;0;CHAMPAGNES;0,00;0,00 €
715;1;1;37.5CL CHAMPAGNE;0,00;0,00 €
716;2;1;Total Net;2,00;69,60 €
717;2;1; dont Ventes;2,00;69,60 €
718;0;0;;0,00;0,00 €
719;4;0;Net CHAMPAGNES;2,00;69,60 €
720;4;0; dont Ventes;2,00;69,60 €
721;0;0;;0,00;0,00 €
722;1;0;PICHETS ET VERRES;0,00;0,00 €
723;1;1;25CL ROSE;0,00;0,00 €
724;2;1;Total Net;24,00;45,78 €
725;2;1;Total Brut;24,00;46,20 €
726;2;1; dont Menus;22,00;45,78 €
727;2;1; dont Remises;2,00;0,42 €
728;2;1;Total Modification Note;6,00;12,60 €
729;0;0;;0,00;0,00 €
730;1;1;25CL ROSE MADEMOISELLE;0,00;0,00 €
731;2;1;Total Net;28,00;161,82 €
732;2;1;Total Brut;28,00;162,40 €
733;2;1; dont Ventes;27,00;161,82 €
734;2;1; dont Remises;1,00;0,58 €
735;2;1;Total Avoir Ticket;1,00;5,80 €
736;2;1;Total Modification Note;7,00;40,60 €
737;0;0;;0,00;0,00 €
738;1;1;25CL ROUGE;0,00;0,00 €
739;2;1;Total Net;6,00;10,29 €
740;2;1;Total Brut;6,00;10,50 €
741;2;1; dont Menus;5,00;10,29 €
742;2;1; dont Remises;1,00;0,21 €
743;2;1;Total Annulations;1,00;2,10 €
744;2;1;Total Modification Note;2,00;4,20 €
745;0;0;;0,00;0,00 €
746;1;1;25CL ROUGE DES DAMES;0,00;0,00 €
747;2;1;Total Net;23,00;133,40 €
748;2;1;Total Brut;24,00;139,20 €
749;2;1; dont Ventes;23,00;133,40 €
750;2;1; dont Offert Client;1,00;5,80 €
751;2;1;Total Annulations;1,00;5,80 €
752;2;1;Total Avoir Ticket;1,00;5,80 €
753;2;1;Total Modification Note;9,00;52,20 €
754;0;0;;0,00;0,00 €
755;1;1;50CL HERMITAGE;0,00;0,00 €
756;2;1;Total Net;1,00;38,40 €
757;2;1; dont Ventes;1,00;38,40 €
758;0;0;;0,00;0,00 €
759;1;1;50CL ROSE;0,00;0,00 €
760;2;1;Total Net;1,00;10,20 €
761;2;1; dont Ventes;1,00;10,20 €
762;0;0;;0,00;0,00 €
763;1;1;50CL ROSE MADEMOISELLE;0,00;0,00 €
764;2;1;Total Net;70,00;811,99 €
765;2;1;Total Brut;70,00;815,50 €
766;2;1; dont Ventes;67,00;811,99 €
767;2;1; dont Remises;3,00;3,51 €
768;2;1;Total Perte;1,00;11,65 €
769;2;1;Total Modification Note;17,00;198,05 €
770;0;0;;0,00;0,00 €
771;1;1;50CL ROUGE DES DAMES;0,00;0,00 €
772;2;1;Total Net;28,00;326,20 €
773;2;1; dont Ventes;28,00;326,20 €
774;2;1;Total Modification Note;7,00;81,55 €
775;0;0;;0,00;0,00 €
776;1;1;VERRE CHARDONNAY;0,00;0,00 €
777;2;1;Total Net;27,00;106,65 €
778;2;1; dont Ventes;27,00;106,65 €
779;2;1;Total Avoir Ticket;1,00;3,95 €
780;2;1;Total Modification Note;6,00;23,70 €
781;0;0;;0,00;0,00 €
782;1;1;VERRE CHT MAGINET;0,00;0,00 €
783;2;1;Total Net;3,00;12,90 €
784;2;1; dont Ventes;3,00;12,90 €
785;0;0;;0,00;0,00 €
786;1;1;VERRE CHT ROSIERS;0,00;0,00 €
787;2;1;Total Net;21,00;75,60 €
788;2;1; dont Ventes;21,00;75,60 €
789;2;1;Total Annulations;1,00;3,60 €
790;2;1;Total Modification Note;5,00;18,00 €
791;0;0;;0,00;0,00 €
792;1;1;VERRE COTES PROVENCE;0,00;0,00 €
793;2;1;Total Net;32,00;169,60 €
794;2;1; dont Ventes;32,00;169,60 €
795;2;1;Total Modification Note;9,00;47,70 €
796;0;0;;0,00;0,00 €
797;1;1;VERRE CROIX OREE;0,00;0,00 €
798;2;1;Total Net;24,00;110,40 €
799;2;1; dont Ventes;24,00;110,40 €
800;2;1;Total Annulations;2,00;9,20 €
801;2;1;Total Modification Note;7,00;32,20 €
802;0;0;;0,00;0,00 €
803;1;1;VERRE CTX LAYON;0,00;0,00 €
804;2;1;Total Net;13,00;81,29 €
805;2;1;Total Brut;13,00;82,55 €
806;2;1; dont Ventes;11,00;81,29 €
807;2;1; dont Remises;2,00;1,26 €
808;2;1;Total Modification Note;4,00;25,40 €
809;0;0;;0,00;0,00 €
810;1;1;VERRE CTX LAYON FG;0,00;0,00 €
811;2;1;Total Net;56,00;0,00 €
812;2;1; dont Ventes;56,00;0,00 €
813;2;1;Total Modification Note;24,00;0,00 €
814;0;0;;0,00;0,00 €
815;1;1;VERRE DAMES ENGARRAN;0,00;0,00 €
816;2;1;Total Net;2,00;0,00 €
817;2;1; dont Menus;2,00;0,00 €
818;0;0;;0,00;0,00 €
819;1;1;VERRE DU MOIS PL;0,00;0,00 €
820;2;1;Total Net;4,00;14,10 €
821;2;1; dont Ventes;4,00;14,10 €
822;0;0;;0,00;0,00 €
823;1;1;VERRE LIRAC;0,00;0,00 €
824;2;1;Total Net;4,00;28,60 €
825;2;1; dont Ventes;4,00;28,60 €
826;2;1;Total Modification Note;3,00;21,45 €
827;0;0;;0,00;0,00 €
828;1;1;VERRE MARCILLAC CUVEE 25;0,00;0,00 €
829;2;1;Total Net;5,00;29,50 €
830;2;1; dont Ventes;5,00;29,50 €
831;0;0;;0,00;0,00 €
832;1;1;VERRE PETIT SENEJAC;0,00;0,00 €
833;2;1;Total Net;5,00;31,00 €
834;2;1; dont Ventes;5,00;31,00 €
835;2;1;Total Modification Note;4,00;24,80 €
836;0;0;;0,00;0,00 €
837;1;1;VERRE PETITS CAILLOUX;0,00;0,00 €
838;2;1;Total Net;7,00;36,75 €
839;2;1; dont Ventes;7,00;36,75 €
840;2;1;Total Annulations;1,00;5,25 €
841;2;1;Total Avoir Ticket;1,00;5,25 €
842;2;1;Total Modification Note;3,00;15,75 €
843;0;0;;0,00;0,00 €
844;1;1;VERRE RIOJA CRIANZA;0,00;0,00 €
845;2;1;Total Net;5,00;24,00 €
846;2;1;Total Brut;6,00;28,80 €
847;2;1; dont Ventes;5,00;24,00 €
848;2;1; dont Offert Client;1,00;4,80 €
849;2;1;Total Annulations;1,00;4,80 €
850;2;1;Total Modification Note;2,00;9,60 €
851;0;0;;0,00;0,00 €
852;1;1;VERRE RSE LES ANGELOTS;0,00;0,00 €
853;2;1;Total Net;18,00;83,70 €
854;2;1;Total Brut;19,00;88,35 €
855;2;1; dont Ventes;18,00;83,70 €
856;2;1; dont Offert Client;1,00;4,65 €
857;2;1;Total Erreur de saisie;1,00;4,65 €
858;2;1;Total Avoir Ticket;1,00;4,65 €
859;2;1;Total Modification Note;6,00;27,90 €
860;0;0;;0,00;0,00 €
861;1;1;VERRE TAVEL;0,00;0,00 €
862;2;1;Total Net;9,00;62,55 €
863;2;1; dont Ventes;9,00;62,55 €
864;2;1;Total Annulations;1,00;6,95 €
865;2;1;Total Modification Note;2,00;13,90 €
866;0;0;;0,00;0,00 €
867;1;1;VERRE TENDRE PISCINE;0,00;0,00 €
868;2;1;Total Net;22,00;103,40 €
869;2;1;Total Brut;23,00;108,10 €
870;2;1; dont Ventes;22,00;103,40 €
871;2;1; dont Offert Client;1,00;4,70 €
872;2;1;Total Erreur de saisie;5,00;23,50 €
873;2;1;Total Avoir Ticket;2,00;9,40 €
874;2;1;Total Modification Note;4,00;18,80 €
875;0;0;;0,00;0,00 €
876;4;0;Net PICHETS ET VERRES;438,00;2508,12 €
877;4;0;Brut PICHETS ET VERRES;442,00;2534,05 €
878;4;0; dont Ventes;400,00;2452,05 €
879;4;0; dont Menus;29,00;56,07 €
880;4;0; dont Remises;9,00;5,98 €
881;4;0; dont Offert Client;4,00;19,95 €
882;4;0;Annulations;8,00;37,70 €
883;4;0;Perte;1,00;11,65 €
884;4;0;Erreur de saisie;6,00;28,15 €
885;4;0;Avoir Ticket;7,00;34,85 €
886;4;0;Modification Note;127,00;668,40 €
887;0;0;;0,00;0,00 €
888;1;0;SELECTION DU MOIS;0,00;0,00 €
889;1;1;75CL VIN DU MOIS .;0,00;0,00 €
890;2;1;Total Erreur de saisie;1,00;19,50 €
891;0;0;;0,00;0,00 €
892;1;1;75CL VIN DU MOIS PL;0,00;0,00 €
893;2;1;Total Net;1,00;39,90 €
894;2;1; dont Ventes;1,00;39,90 €
895;2;1;Total Modification Note;1,00;39,90 €
896;0;0;;0,00;0,00 €
897;4;0;Net SELECTION DU MOIS;1,00;39,90 €
898;4;0; dont Ventes;1,00;39,90 €
899;4;0;Erreur de saisie;1,00;19,50 €
900;4;0;Modification Note;1,00;39,90 €
901;0;0;;0,00;0,00 €
902;1;0;VINS BLANCS;0,00;0,00 €
903;1;1;75CL CHARDONNAY;0,00;0,00 €
904;2;1;Total Net;4,00;79,60 €
905;2;1; dont Ventes;4,00;79,60 €
906;0;0;;0,00;0,00 €
907;4;0;Net VINS BLANCS;4,00;79,60 €
908;4;0; dont Ventes;4,00;79,60 €
909;0;0;;0,00;0,00 €
910;1;0;VINS ROSES;0,00;0,00 €
911;1;1;75CL COTES PROVENCE;0,00;0,00 €
912;2;1;Total Net;12,00;317,73 €
913;2;1;Total Brut;12,00;320,40 €
914;2;1; dont Ventes;11,00;317,73 €
915;2;1; dont Remises;1,00;2,67 €
916;0;0;;0,00;0,00 €
917;1;1;75CL RSE LES ANGELOTS;0,00;0,00 €
918;2;1;Total Net;13,00;301,60 €
919;2;1; dont Ventes;13,00;301,60 €
920;2;1;Total Modification Note;3,00;69,60 €
921;0;0;;0,00;0,00 €
922;1;1;75CL TAVEL ROSE;0,00;0,00 €
923;2;1;Total Net;3,00;103,95 €
924;2;1; dont Ventes;3,00;103,95 €
925;2;1;Total Modification Note;1,00;34,65 €
926;0;0;;0,00;0,00 €
927;1;1;75CL TENDRE PISCINE;0,00;0,00 €
928;2;1;Total Net;4,00;94,00 €
929;2;1; dont Ventes;4,00;94,00 €
930;2;1;Total Annulations;1,00;23,50 €
931;2;1;Total Avoir Ticket;1,00;23,50 €
932;2;1;Total Modification Note;3,00;70,50 €
933;0;0;;0,00;0,00 €
934;4;0;Net VINS ROSES;32,00;817,28 €
935;4;0;Brut VINS ROSES;32,00;819,95 €
936;4;0; dont Ventes;31,00;817,28 €
937;4;0; dont Remises;1,00;2,67 €
938;4;0;Annulations;1,00;23,50 €
939;4;0;Avoir Ticket;1,00;23,50 €
940;4;0;Modification Note;7,00;174,75 €
941;0;0;;0,00;0,00 €
942;1;0;VINS ROUGES;0,00;0,00 €
943;1;1;75CL BOURGOGNE BEAUNE;0,00;0,00 €
944;2;1;Total Annulations;1,00;42,35 €
945;0;0;;0,00;0,00 €
946;1;1;75CL BROUILLY CHT PIERREUX;0,00;0,00 €
947;2;1;Total Net;2,00;60,60 €
948;2;1; dont Ventes;2,00;60,60 €
949;0;0;;0,00;0,00 €
950;1;1;75CL CARAMANY;0,00;0,00 €
951;2;1;Total Net;2,00;57,80 €
952;2;1; dont Ventes;2,00;57,80 €
953;0;0;;0,00;0,00 €
954;1;1;75CL CHT RIVIERE;0,00;0,00 €
955;2;1;Total Net;3,00;64,50 €
956;2;1; dont Ventes;3,00;64,50 €
957;0;0;;0,00;0,00 €
958;1;1;75CL CHT ROSIERS;0,00;0,00 €
959;2;1;Total Net;2,00;36,40 €
960;2;1; dont Ventes;2,00;36,40 €
961;0;0;;0,00;0,00 €
962;1;1;75CL MARCILLAC CUVEE 25;0,00;0,00 €
963;2;1;Total Net;2,00;59,00 €
964;2;1; dont Ventes;2,00;59,00 €
965;2;1;Total Annulations;1,00;29,50 €
966;2;1;Total Modification Note;2,00;59,00 €
967;0;0;;0,00;0,00 €
968;1;1;75CL RESERVE HOSPITALIERS;0,00;0,00 €
969;2;1;Total Net;2,00;36,77 €
970;2;1;Total Brut;2,00;38,70 €
971;2;1; dont Ventes;1,00;36,77 €
972;2;1; dont Remises;1,00;1,93 €
973;2;1;Total Avoir Ticket;1,00;19,35 €
974;2;1;Total Modification Note;2,00;38,70 €
975;0;0;;0,00;0,00 €
976;1;1;75CL RIOJA CRIANZA;0,00;0,00 €
977;2;1;Total Net;3,00;72,60 €
978;2;1; dont Ventes;3,00;72,60 €
979;2;1;Total Modification Note;1,00;24,20 €
980;0;0;;0,00;0,00 €
981;4;0;Net VINS ROUGES;16,00;387,67 €
982;4;0;Brut VINS ROUGES;16,00;389,60 €
983;4;0; dont Ventes;15,00;387,67 €
984;4;0; dont Remises;1,00;1,93 €
985;4;0;Annulations;2,00;71,85 €
986;4;0;Avoir Ticket;1,00;19,35 €
987;4;0;Modification Note;5,00;121,90 €
988;0;0;;0,00;0,00 €
989;3;3;Net CAVE;493,00;3902,17 €
990;3;3;Brut CAVE;497,00;3932,70 €
991;3;3; dont Ventes;453,00;3846,10 €
992;3;3; dont Menus;29,00;56,07 €
993;3;3; dont Remises;11,00;10,58 €
994;3;3; dont Offert Client;4,00;19,95 €
995;3;3;Annulations CAVE;11,00;133,05 €
996;3;3;Perte CAVE;1,00;11,65 €
997;3;3;Erreur de saisie CAVE;7,00;47,65 €
998;3;3;Avoir Ticket CAVE;9,00;77,70 €
999;3;3;Modification Note CAVE;140,00;1004,95 €
1000;0;0;;0,00;0,00 €
1001;1;0;COCKTAILS ALCOOLS;0,00;0,00 €
1002;1;1;AMERICANO;0,00;0,00 €
1003;2;1;Total Net;13,00;78,08 €
1004;2;1;Total Brut;13,00;79,30 €
1005;2;1; dont Ventes;11,00;78,08 €
1006;2;1; dont Remises;2,00;1,22 €
1007;2;1;Total Modification Note;4,00;24,40 €
1008;0;0;;0,00;0,00 €
1009;1;1;COCKTAIL AMERICANO;0,00;0,00 €
1010;2;1;Total Net;1,00;7,70 €
1011;2;1; dont Ventes;1,00;7,70 €
1012;0;0;;0,00;0,00 €
1013;1;1;COCKTAIL BARMAN;0,00;0,00 €
1014;2;1;Total Net;6,00;44,66 €
1015;2;1;Total Brut;6,00;46,20 €
1016;2;1; dont Ventes;4,00;44,66 €
1017;2;1; dont Remises;2,00;1,54 €
1018;2;1;Total Annulations;3,00;23,10 €
1019;2;1;Total Modification Note;2,00;15,40 €
1020;0;0;;0,00;0,00 €
1021;1;1;DIVERS ALCOOL;0,00;0,00 €
1022;2;1;Total Net;2,00;21,50 €
1023;2;1; dont Ventes;2,00;21,50 €
1024;0;0;;0,00;0,00 €
1025;1;1;GIN MANGO FIZZ;0,00;0,00 €
1026;2;1;Total Net;28,00;215,60 €
1027;2;1; dont Ventes;28,00;215,60 €
1028;2;1;Total Modification Note;8,00;61,60 €
1029;0;0;;0,00;0,00 €
1030;1;1;MOJITO;0,00;0,00 €
1031;2;1;Total Net;65,00;498,96 €
1032;2;1;Total Brut;65,00;500,50 €
1033;2;1; dont Ventes;63,00;498,96 €
1034;2;1; dont Remises;2,00;1,54 €
1035;2;1;Total Erreur de saisie;1,00;7,70 €
1036;2;1;Total Modification Note;22,00;169,40 €
1037;0;0;;0,00;0,00 €
1038;1;1;MOJITO FRUITS ROUGES;0,00;0,00 €
1039;2;1;Total Net;25,00;192,50 €
1040;2;1; dont Ventes;25,00;192,50 €
1041;2;1;Total Avoir Ticket;1,00;7,70 €
1042;2;1;Total Modification Note;4,00;30,80 €
1043;0;0;;0,00;0,00 €
1044;1;1;MOJITO MANGUE;0,00;0,00 €
1045;2;1;Total Net;21,00;160,93 €
1046;2;1;Total Brut;21,00;161,70 €
1047;2;1; dont Ventes;20,00;160,93 €
1048;2;1; dont Remises;1,00;0,77 €
1049;2;1;Total Modification Note;9,00;69,30 €
1050;0;0;;0,00;0,00 €
1051;1;1;SEX ON THE BEACH;0,00;0,00 €
1052;2;1;Total Net;46,00;353,43 €
1053;2;1;Total Brut;46,00;354,20 €
1054;2;1; dont Ventes;45,00;353,43 €
1055;2;1; dont Remises;1,00;0,77 €
1056;2;1;Total Avoir Ticket;2,00;15,40 €
1057;2;1;Total Modification Note;19,00;146,30 €
1058;0;0;;0,00;0,00 €
1059;4;0;Net COCKTAILS ALCOOLS;207,00;1573,36 €
1060;4;0;Brut COCKTAILS ALCOOLS;207,00;1579,20 €
1061;4;0; dont Ventes;199,00;1573,36 €
1062;4;0; dont Remises;8,00;5,84 €
1063;4;0;Annulations;3,00;23,10 €
1064;4;0;Erreur de saisie;1,00;7,70 €
1065;4;0;Avoir Ticket;3,00;23,10 €
1066;4;0;Modification Note;68,00;517,20 €
1067;0;0;;0,00;0,00 €
1068;1;0;DIGESTIFS;0,00;0,00 €
1069;1;1;CALVADOS 4CL;0,00;0,00 €
1070;2;1;Total Net;1,00;8,30 €
1071;2;1; dont Ventes;1,00;8,30 €
1072;0;0;;0,00;0,00 €
1073;1;1;GET 27 2CL;0,00;0,00 €
1074;2;1;Total Net;1,00;3,20 €
1075;2;1;Total Brut;3,00;9,60 €
1076;2;1; dont Ventes;1,00;3,20 €
1077;2;1; dont Offert Client;2,00;6,40 €
1078;2;1;Total Modification Note;2,00;6,40 €
1079;0;0;;0,00;0,00 €
1080;1;1;GET 27 4CL;0,00;0,00 €
1081;2;1;Total Net;8,00;49,60 €
1082;2;1; dont Ventes;8,00;49,60 €
1083;0;0;;0,00;0,00 €
1084;1;1;IRISH COFFEE;0,00;0,00 €
1085;2;1;Total Net;5,00;37,00 €
1086;2;1; dont Ventes;5,00;37,00 €
1087;0;0;;0,00;0,00 €
1088;1;1;VIEILLE PRUNE 4CL;0,00;0,00 €
1089;2;1;Total Net;1,00;8,30 €
1090;2;1; dont Ventes;1,00;8,30 €
1091;0;0;;0,00;0,00 €
1092;4;0;Net DIGESTIFS;16,00;106,40 €
1093;4;0;Brut DIGESTIFS;18,00;112,80 €
1094;4;0; dont Ventes;16,00;106,40 €
1095;4;0; dont Offert Client;2,00;6,40 €
1096;4;0;Modification Note;2,00;6,40 €
1097;0;0;;0,00;0,00 €
1098;1;0;WHISKIES;0,00;0,00 €
1099;1;1;CAMPBELL BABY;0,00;0,00 €
1100;2;1;Total Net;1,00;3,85 €
1101;2;1; dont Ventes;1,00;3,85 €
1102;0;0;;0,00;0,00 €
1103;1;1;CHIVAS;0,00;0,00 €
1104;2;1;Total Net;8,00;58,46 €
1105;2;1;Total Brut;8,00;59,20 €
1106;2;1; dont Ventes;7,00;58,46 €
1107;2;1; dont Remises;1,00;0,74 €
1108;2;1;Total Modification Note;1,00;7,40 €
1109;0;0;;0,00;0,00 €
1110;1;1;CLAN CAMPBELL;0,00;0,00 €
1111;2;1;Total Net;13,00;77,40 €
1112;2;1;Total Brut;13,00;78,00 €
1113;2;1; dont Ventes;12,00;77,40 €
1114;2;1; dont Remises;1,00;0,60 €
1115;2;1;Total Modification Note;4,00;24,00 €
1116;0;0;;0,00;0,00 €
1117;1;1;JAMESON;0,00;0,00 €
1118;2;1;Total Net;5,00;31,74 €
1119;2;1;Total Brut;5,00;34,50 €
1120;2;1; dont Ventes;1,00;31,74 €
1121;2;1; dont Remises;4,00;2,76 €
1122;2;1;Total Modification Note;5,00;34,50 €
1123;0;0;;0,00;0,00 €
1124;4;0;Net WHISKIES;27,00;171,45 €
1125;4;0;Brut WHISKIES;27,00;175,55 €
1126;4;0; dont Ventes;21,00;171,45 €
1127;4;0; dont Remises;6,00;4,10 €
1128;4;0;Modification Note;10,00;65,90 €
1129;0;0;;0,00;0,00 €
1130;3;2;Net LIQUIDES 20%;1564,00;10216,75 €
1131;3;2;Brut LIQUIDES 20%;1573,00;10308,18 €
1132;3;2; dont Ventes;1462,00;10133,38 €
1133;3;2; dont Menus;42,00;83,37 €
1134;3;2; dont Remises;60,00;49,88 €
1135;3;2; dont Offert Client;7,00;30,55 €
1136;3;2; dont Offert Direction;2,00;11,00 €
1137;3;2;Annulations LIQUIDES 20%;16,00;164,55 €
1138;3;2;Perte LIQUIDES 20%;1,00;11,65 €
1139;3;2;Erreur de saisie LIQUIDES 20%;9,00;61,75 €
1140;3;2;Avoir Ticket LIQUIDES 20%;25,00;167,50 €
1141;3;2;Modification Note LIQUIDES 20%;440,00;2875,15 €
1142;0;0;;0,00;0,00 €
1143;1;0;BOISSONS VAE 5.5%;0,00;0,00 €
1144;1;1;VITTEL 50CL VAE;0,00;0,00 €
1145;2;1;Total Net;2,00;5,00 €
1146;2;1; dont Ventes;2,00;5,00 €
1147;0;0;;0,00;0,00 €
1148;4;0;Net BOISSONS VAE 5.5%;2,00;5,00 €
1149;4;0; dont Ventes;2,00;5,00 €
1150;0;0;;0,00;0,00 €
1151;3;2;Net LIQUIDES 5.5%;2,00;5,00 €
1152;3;2; dont Ventes;2,00;5,00 €
1153;0;0;;0,00;0,00 €
1154;3;1;Net LIQUIDES;3655,00;16799,49 €
1155;3;1;Brut LIQUIDES;3682,00;16958,73 €
1156;3;1; dont Ventes;3208,00;16213,61 €
1157;3;1; dont Menus;332,00;585,88 €
1158;3;1; dont Remises;115,00;66,79 €
1159;3;1; dont Offert Client;25,00;81,45 €
1160;3;1; dont Offert Direction;2,00;11,00 €
1161;3;1;Annulations LIQUIDES;49,00;259,05 €
1162;3;1;Perte LIQUIDES;5,00;20,85 €
1163;3;1;Erreur de saisie LIQUIDES;15,00;77,15 €
1164;3;1;Avoir Ticket LIQUIDES;59,00;259,00 €
1165;3;1;Modification Note LIQUIDES;980,00;4518,40 €
1166;0;0;;0,00;0,00 €
1167;1;0;MESSAGES;0,00;0,00 €
1168;1;1;    BLEU;0,00;0,00 €
1169;2;1;Total Annulations;1,00;0,00 €
1170;2;1;Total Avoir Ticket;5,00;0,00 €
1171;2;1;Total Modification Note;42,00;0,00 €
1172;0;0;;0,00;0,00 €
1173;1;1;    SAIGNANT;0,00;0,00 €
1174;2;1;Total Annulations;7,00;0,00 €
1175;2;1;Total Perte;13,50;0,00 €
1176;2;1;Total Erreur de saisie;1,00;0,00 €
1177;2;1;Total Avoir Ticket;17,00;0,00 €
1178;2;1;Total Modification Note;288,50;0,00 €
1179;0;0;;0,00;0,00 €
1180;1;1;   ROSE;0,00;0,00 €
1181;2;1;Total Avoir Ticket;1,00;0,00 €
1182;2;1;Total Modification Note;5,00;0,00 €
1183;0;0;;0,00;0,00 €
1184;1;1;  A POINT;0,00;0,00 €
1185;2;1;Total Annulations;5,00;0,00 €
1186;2;1;Total Perte;13,50;0,00 €
1187;2;1;Total Erreur de saisie;1,00;0,00 €
1188;2;1;Total Avoir Ticket;3,00;0,00 €
1189;2;1;Total Modification Note;189,50;0,00 €
1190;0;0;;0,00;0,00 €
1191;1;1;  BIEN CUIT;0,00;0,00 €
1192;2;1;Total Annulations;1,00;0,00 €
1193;2;1;Total Erreur de saisie;4,00;0,00 €
1194;2;1;Total Modification Note;39,00;0,00 €
1195;0;0;;0,00;0,00 €
1196;1;1;  FRITES - SALADE;0,00;0,00 €
1197;2;1;Total Net;384,00;0,00 €
1198;2;1; dont Ventes;384,00;0,00 €
1199;2;1;Total Annulations;4,00;0,00 €
1200;2;1;Total Avoir Ticket;9,00;0,00 €
1201;2;1;Total Modification Note;107,00;0,00 €
1202;0;0;;0,00;0,00 €
1203;1;1; FRITES;0,00;0,00 €
1204;2;1;Total Annulations;18,00;0,00 €
1205;2;1;Total Perte;2,00;0,00 €
