Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
583;1;1;"1664 33CL";0,00;0,00 €
584;2;1;"Total Net";107,00;556,40 €
585;2;1;"Total Brut";108,00;561,60 €
586;2;1;" dont Ventes";107,00;556,40 €
587;2;1;" dont Offert Direction";1,00;5,20 €
588;2;1;"Total Avoir Ticket";2,00;10,40 €
589;2;1;"Total Modification Note";25,00;130,00 €
590;0;0;"";0,00;0,00 €
591;1;1;"1664 50CL";0,00;0,00 €
592;2;1;"Total Net";73,00;534,28 €
593;2;1;"Total Brut";73,00;540,20 €
594;2;1;" dont Ventes";65,00;534,28 €
595;2;1;" dont Remises";8,00;5,92 €
596;2;1;"Total Modification Note";26,00;192,40 €
597;0;0;"";0,00;0,00 €
598;1;1;"GRIM AMBREE 33CL";0,00;0,00 €
599;2;1;"Total Net";43,00;257,92 €
600;2;1;"Total Brut";45,00;288,00 €
601;2;1;" dont Ventes";16,00;257,92 €
602;2;1;" dont Offerts Personnel";2,00;12,80 €
603;2;1;" dont Remises";27,00;17,28 €
604;2;1;"Total Perte";3,00;19,20 €
605;2;1;"Total Erreur de saisie";1,00;6,40 €
606;2;1;"Total Avoir Ticket";1,00;6,40 €
607;2;1;"Total Modification Note";34,00;217,60 €
608;0;0;"";0,00;0,00 €
609;1;1;"GRIM BLANCHE 33CL";0,00;0,00 €
610;2;1;"Total Net";24,00;152,32 €
611;2;1;"Total Brut";27,00;172,80 €
612;2;1;" dont Ventes";22,00;152,32 €
613;2;1;" dont Remises";2,00;1,28 €
614;2;1;" dont Offert Client";3,00;19,20 €
615;2;1;"Total Perte";1,00;6,40 €
616;2;1;"Total Avoir Ticket";4,00;25,60 €
617;2;1;"Total Modification Note";20,00;128,00 €
618;0;0;"";0,00;0,00 €
619;1;1;"GRIM PRESS 25CL";0,00;0,00 €
620;2;1;"Total Net";50,00;237,60 €
621;2;1;"Total Brut";51,00;244,80 €
622;2;1;" dont Ventes";45,00;237,60 €
623;2;1;" dont Remises";5,00;2,40 €
624;2;1;" dont Offert Client";1,00;4,80 €
625;2;1;"Total Erreur de saisie";1,00;4,80 €
626;2;1;"Total Modification Note";21,00;100,80 €
627;0;0;"";0,00;0,00 €
628;1;1;"GRIM PRESS 33CL";0,00;0,00 €
629;2;1;"Total Net";67,00;375,20 €
630;2;1;" dont Ventes";67,00;375,20 €
631;2;1;"Total Modification Note";15,00;84,00 €
632;0;0;"";0,00;0,00 €
633;1;1;"GRIM PRESS 50CL";0,00;0,00 €
634;2;1;"Total Net";44,00;334,40 €
635;2;1;" dont Ventes";44,00;334,40 €
636;2;1;"Total Avoir Ticket";3,00;22,80 €
637;2;1;"Total Modification Note";15,00;114,00 €
638;0;0;"";0,00;0,00 €
639;1;1;"MONACO 25CL";0,00;0,00 €
640;2;1;"Total Net";23,00;92,00 €
641;2;1;" dont Ventes";23,00;92,00 €
642;2;1;"Total Avoir Ticket";1,00;4,00 €
643;2;1;"Total Modification Note";15,00;60,00 €
644;0;0;"";0,00;0,00 €
645;1;1;"MONACO 33CL";0,00;0,00 €
646;2;1;"Total Net";17,00;78,20 €
647;2;1;" dont Ventes";17,00;78,20 €
648;2;1;"Total Modification Note";4,00;18,40 €
649;0;0;"";0,00;0,00 €
650;1;1;"MONACO 50CL";0,00;0,00 €
651;2;1;"Total Net";10,00;67,00 €
652;2;1;" dont Ventes";10,00;67,00 €
653;2;1;"Total Erreur de saisie";1,00;6,70 €
654;2;1;"Total Modification Note";1,00;6,70 €
655;0;0;"";0,00;0,00 €
656;1;1;"PANACHE 25CL";0,00;0,00 €
657;2;1;"Total Net";11,00;44,00 €
658;2;1;" dont Ventes";11,00;44,00 €
659;2;1;"Total Modification Note";3,00;12,00 €
660;0;0;"";0,00;0,00 €
661;1;1;"PANACHE 33CL";0,00;0,00 €
662;2;1;"Total Net";8,00;36,11 €
663;2;1;"Total Brut";8,00;36,80 €
664;2;1;" dont Ventes";7,00;36,11 €
665;2;1;" dont Remises";1,00;0,69 €
666;2;1;"Total Avoir Ticket";1,00;4,60 €
667;2;1;"Total Modification Note";2,00;9,20 €
668;0;0;"";0,00;0,00 €
669;1;1;"PANACHE 50CL";0,00;0,00 €
670;2;1;"Total Net";4,00;26,80 €
671;2;1;" dont Ventes";4,00;26,80 €
672;2;1;"Total Modification Note";2,00;13,40 €
673;0;0;"";0,00;0,00 €
674;4;0;"Net BIERES";607,00;3268,93 €
675;4;0;"Brut BIERES";615,00;3342,70 €
676;4;0;" dont Ventes";539,00;3216,43 €
677;4;0;" dont Menus";25,00;52,50 €
678;4;0;" dont Offerts Personnel";2,00;12,80 €
679;4;0;" dont Remises";43,00;27,57 €
680;4;0;" dont Offert Client";5,00;28,20 €
681;4;0;" dont Offert Direction";1,00;5,20 €
682;4;0;"Annulations";2,00;8,40 €
683;4;0;"Perte";4,00;25,60 €
684;4;0;"Erreur de saisie";3,00;17,90 €
685;4;0;"Avoir Ticket";13,00;78,00 €
686;4;0;"Modification Note";218,00;1223,00 €
687;0;0;"";0,00;0,00 €
688;1;0;"CHAMPAGNES";0,00;0,00 €
689;1;1;"37.5CL CHAMPAGNE";0,00;0,00 €
690;2;1;"Total Net";1,00;34,80 €
691;2;1;" dont Ventes";1,00;34,80 €
692;2;1;"Total Avoir Ticket";1,00;34,80 €
693;0;0;"";0,00;0,00 €
694;1;1;"75CL CHAMPAGNE";0,00;0,00 €
695;2;1;"Total Net";1,00;69,55 €
696;2;1;" dont Ventes";1,00;69,55 €
697;0;0;"";0,00;0,00 €
698;4;0;"Net CHAMPAGNES";2,00;104,35 €
699;4;0;" dont Ventes";2,00;104,35 €
700;4;0;"Avoir Ticket";1,00;34,80 €
701;0;0;"";0,00;0,00 €
702;1;0;"PICHETS ET VERRES";0,00;0,00 €
703;1;1;"25CL CHARDONNAY";0,00;0,00 €
704;2;1;"Total Annulations";1,00;5,70 €
705;0;0;"";0,00;0,00 €
706;1;1;"25CL ROSE";0,00;0,00 €
707;2;1;"Total Net";11,00;29,10 €
708;2;1;" dont Ventes";2,00;10,20 €
709;2;1;" dont Menus";9,00;18,90 €
710;2;1;"Total Annulations";3,00;6,30 €
711;2;1;"Total Modification Note";6,00;18,60 €
712;0;0;"";0,00;0,00 €
713;1;1;"25CL ROSE MADEMOISELLE";0,00;0,00 €
714;2;1;"Total Net";23,00;132,82 €
715;2;1;"Total Brut";23,00;133,40 €
716;2;1;" dont Ventes";22,00;132,82 €
717;2;1;" dont Remises";1,00;0,58 €
718;2;1;"Total Perte";1,00;5,80 €
719;2;1;"Total Modification Note";7,00;40,60 €
720;0;0;"";0,00;0,00 €
721;1;1;"25CL ROUGE";0,00;0,00 €
722;2;1;"Total Net";9,00;16,59 €
723;2;1;"Total Brut";10,00;18,90 €
724;2;1;" dont Menus";8,00;16,59 €
725;2;1;" dont Remises";1,00;0,21 €
726;2;1;" dont Offert Client";1,00;2,10 €
727;2;1;"Total Perte";1,00;2,10 €
728;2;1;"Total Modification Note";5,00;10,50 €
729;0;0;"";0,00;0,00 €
730;1;1;"25CL ROUGE DES DAMES";0,00;0,00 €
731;2;1;"Total Net";41,00;237,80 €
732;2;1;" dont Ventes";41,00;237,80 €
733;2;1;"Total Avoir Ticket";1,00;5,80 €
734;2;1;"Total Modification Note";6,00;34,80 €
735;0;0;"";0,00;0,00 €
736;1;1;"50CL ROSE";0,00;0,00 €
737;2;1;"Total Net";2,00;20,40 €
738;2;1;" dont Ventes";2,00;20,40 €
739;2;1;"Total Annulations";1,00;10,20 €
740;2;1;"Total Perte";1,00;10,20 €
741;2;1;"Total Modification Note";2,00;20,40 €
742;0;0;"";0,00;0,00 €
743;1;1;"50CL ROSE MADEMOISELLE";0,00;0,00 €
744;2;1;"Total Net";43,00;499,78 €
745;2;1;"Total Brut";43,00;500,95 €
746;2;1;" dont Ventes";42,00;499,78 €
747;2;1;" dont Remises";1,00;1,17 €
748;2;1;"Total Erreur de saisie";1,00;11,65 €
749;2;1;"Total Avoir Ticket";3,00;34,95 €
750;2;1;"Total Modification Note";12,00;139,80 €
751;0;0;"";0,00;0,00 €
752;1;1;"50CL ROUGE DES DAMES";0,00;0,00 €
753;2;1;"Total Net";45,00;524,25 €
754;2;1;" dont Ventes";45,00;524,25 €
755;2;1;"Total Annulations";1,00;11,65 €
756;2;1;"Total Modification Note";8,00;93,20 €
757;0;0;"";0,00;0,00 €
758;1;1;"VERRE CHARDONNAY";0,00;0,00 €
759;2;1;"Total Net";39,00;153,66 €
760;2;1;"Total Brut";39,00;154,05 €
761;2;1;" dont Ventes";38,00;153,66 €
762;2;1;" dont Remises";1,00;0,39 €
763;2;1;"Total Avoir Ticket";1,00;3,95 €
764;2;1;"Total Modification Note";15,00;59,25 €
765;0;0;"";0,00;0,00 €
766;1;1;"VERRE CHT MAGINET";0,00;0,00 €
767;2;1;"Total Net";1,00;4,30 €
768;2;1;" dont Ventes";1,00;4,30 €
769;0;0;"";0,00;0,00 €
770;1;1;"VERRE CHT ROSIERS";0,00;0,00 €
771;2;1;"Total Net";18,00;64,80 €
772;2;1;" dont Ventes";18,00;64,80 €
773;2;1;"Total Modification Note";4,00;14,40 €
774;0;0;"";0,00;0,00 €
775;1;1;"VERRE COTES PROVENCE";0,00;0,00 €
776;2;1;"Total Net";34,00;180,20 €
777;2;1;" dont Ventes";34,00;180,20 €
778;2;1;"Total Annulations";1,00;5,30 €
779;2;1;"Total Modification Note";11,00;58,30 €
780;0;0;"";0,00;0,00 €
781;1;1;"VERRE CROIX OREE";0,00;0,00 €
782;2;1;"Total Net";19,00;86,94 €
783;2;1;"Total Brut";19,00;87,40 €
784;2;1;" dont Ventes";18,00;86,94 €
785;2;1;" dont Remises";1,00;0,46 €
786;2;1;"Total Modification Note";3,00;13,80 €
787;0;0;"";0,00;0,00 €
788;1;1;"VERRE CTX LAYON";0,00;0,00 €
789;2;1;"Total Net";12,00;76,20 €
790;2;1;"Total Brut";13,00;82,55 €
791;2;1;" dont Ventes";12,00;76,20 €
792;2;1;" dont Offert Direction";1,00;6,35 €
793;2;1;"Total Avoir Ticket";5,00;31,75 €
794;2;1;"Total Modification Note";3,00;19,05 €
795;0;0;"";0,00;0,00 €
796;1;1;"VERRE CTX LAYON FG";0,00;0,00 €
797;2;1;"Total Net";82,00;0,00 €
798;2;1;" dont Ventes";82,00;0,00 €
799;2;1;"Total Avoir Ticket";2,00;0,00 €
800;2;1;"Total Modification Note";38,00;0,00 €
801;0;0;"";0,00;0,00 €
802;1;1;"VERRE DAMES ENGARRAN";0,00;0,00 €
803;2;1;"Total Net";2,00;0,00 €
804;2;1;" dont Menus";2,00;0,00 €
805;0;0;"";0,00;0,00 €
806;1;1;"VERRE DU MOIS PL";0,00;0,00 €
807;2;1;"Total Net";1,00;3,00 €
808;2;1;" dont Ventes";1,00;3,00 €
809;2;1;"Total Modification Note";1,00;3,00 €
810;0;0;"";0,00;0,00 €
811;1;1;"VERRE LIRAC";0,00;0,00 €
812;2;1;"Total Net";2,00;14,30 €
813;2;1;" dont Ventes";2,00;14,30 €
814;0;0;"";0,00;0,00 €
815;1;1;"VERRE MARCILLAC CUVEE 25";0,00;0,00 €
816;2;1;"Total Net";8,00;47,20 €
817;2;1;" dont Ventes";8,00;47,20 €
818;0;0;"";0,00;0,00 €
819;1;1;"VERRE PETIT SENEJAC";0,00;0,00 €
820;2;1;"Total Net";3,00;18,60 €
821;2;1;" dont Ventes";3,00;18,60 €
822;0;0;"";0,00;0,00 €
823;1;1;"VERRE PETITS CAILLOUX";0,00;0,00 €
824;2;1;"Total Net";11,00;57,75 €
825;2;1;" dont Ventes";11,00;57,75 €
826;2;1;"Total Modification Note";4,00;21,00 €
827;0;0;"";0,00;0,00 €
828;1;1;"VERRE RIOJA CRIANZA";0,00;0,00 €
829;2;1;"Total Net";26,00;123,84 €
830;2;1;"Total Brut";27,00;129,60 €
831;2;1;" dont Ventes";25,00;123,84 €
832;2;1;" dont Remises";1,00;0,96 €
833;2;1;" dont Offert Direction";1,00;4,80 €
834;2;1;"Total Modification Note";2,00;9,60 €
835;0;0;"";0,00;0,00 €
836;1;1;"VERRE RSE LES ANGELOTS";0,00;0,00 €
837;2;1;"Total Net";21,00;97,65 €
838;2;1;" dont Ventes";21,00;97,65 €
839;2;1;"Total Annulations";1,00;4,65 €
840;2;1;"Total Avoir Ticket";1,00;4,65 €
841;2;1;"Total Modification Note";2,00;9,30 €
842;0;0;"";0,00;0,00 €
843;1;1;"VERRE TAVEL";0,00;0,00 €
844;2;1;"Total Net";2,00;13,90 €
845;2;1;" dont Ventes";2,00;13,90 €
846;0;0;"";0,00;0,00 €
847;1;1;"VERRE TENDRE PISCINE";0,00;0,00 €
848;2;1;"Total Net";23,00;107,16 €
849;2;1;"Total Brut";23,00;108,10 €
850;2;1;" dont Ventes";21,00;107,16 €
851;2;1;" dont Remises";2,00;0,94 €
852;2;1;"Total Modification Note";9,00;42,30 €
853;0;0;"";0,00;0,00 €
854;4;0;"Net PICHETS ET VERRES";478,00;2510,24 €
855;4;0;"Brut PICHETS ET VERRES";481,00;2528,20 €
856;4;0;" dont Ventes";451,00;2474,75 €
857;4;0;" dont Menus";19,00;35,49 €
858;4;0;" dont Remises";8,00;4,71 €
859;4;0;" dont Offert Client";1,00;2,10 €
860;4;0;" dont Offert Direction";2,00;11,15 €
861;4;0;"Annulations";8,00;43,80 €
862;4;0;"Perte";3,00;18,10 €
863;4;0;"Erreur de saisie";1,00;11,65 €
864;4;0;"Avoir Ticket";13,00;81,10 €
865;4;0;"Modification Note";138,00;607,90 €
866;0;0;"";0,00;0,00 €
867;1;0;"VINS BLANCS";0,00;0,00 €
868;1;1;"75CL CHARDONNAY";0,00;0,00 €
869;2;1;"Total Net";2,00;39,80 €
870;2;1;" dont Ventes";2,00;39,80 €
871;0;0;"";0,00;0,00 €
872;4;0;"Net VINS BLANCS";2,00;39,80 €
873;4;0;" dont Ventes";2,00;39,80 €
874;0;0;"";0,00;0,00 €
875;1;0;"VINS ROSES";0,00;0,00 €
876;1;1;"75CL COTES PROVENCE";0,00;0,00 €
877;2;1;"Total Net";5,00;133,50 €
878;2;1;" dont Ventes";5,00;133,50 €
879;2;1;"Total Annulations";1,00;26,70 €
880;0;0;"";0,00;0,00 €
881;1;1;"75CL RSE LES ANGELOTS";0,00;0,00 €
882;2;1;"Total Net";15,00;345,68 €
883;2;1;"Total Brut";15,00;348,00 €
884;2;1;" dont Ventes";14,00;345,68 €
885;2;1;" dont Remises";1,00;2,32 €
886;2;1;"Total Annulations";1,00;23,20 €
887;2;1;"Total Avoir Ticket";1,00;23,20 €
888;2;1;"Total Modification Note";6,00;139,20 €
889;0;0;"";0,00;0,00 €
890;1;1;"75CL TAVEL ROSE";0,00;0,00 €
891;2;1;"Total Net";2,00;69,30 €
892;2;1;" dont Ventes";2,00;69,30 €
893;0;0;"";0,00;0,00 €
894;1;1;"75CL TENDRE PISCINE";0,00;0,00 €
895;2;1;"Total Net";8,00;188,00 €
896;2;1;" dont Ventes";8,00;188,00 €
897;2;1;"Total Annulations";1,00;23,50 €
898;2;1;"Total Modification Note";3,00;70,50 €
899;0;0;"";0,00;0,00 €
900;4;0;"Net VINS ROSES";30,00;736,48 €
901;4;0;"Brut VINS ROSES";30,00;738,80 €
902;4;0;" dont Ventes";29,00;736,48 €
903;4;0;" dont Remises";1,00;2,32 €
904;4;0;"Annulations";3,00;73,40 €
905;4;0;"Avoir Ticket";1,00;23,20 €
906;4;0;"Modification Note";9,00;209,70 €
907;0;0;"";0,00;0,00 €
908;1;0;"VINS ROUGES";0,00;0,00 €
909;1;1;"75CL CARAMANY";0,00;0,00 €
910;2;1;"Total Net";1,00;28,90 €
911;2;1;" dont Ventes";1,00;28,90 €
912;0;0;"";0,00;0,00 €
913;1;1;"75CL CHT CROIX OREE";0,00;0,00 €
914;2;1;"Total Net";1,00;23,00 €
915;2;1;" dont Ventes";1,00;23,00 €
916;2;1;"Total Modification Note";1,00;23,00 €
917;0;0;"";0,00;0,00 €
918;1;1;"75CL CHT ROSIERS";0,00;0,00 €
919;2;1;"Total Net";5,00;91,00 €
920;2;1;" dont Ventes";5,00;91,00 €
921;2;1;"Total Modification Note";1,00;18,20 €
922;0;0;"";0,00;0,00 €
923;1;1;"75CL MALBEC";0,00;0,00 €
924;2;1;"Total Net";3,00;54,96 €
925;2;1;"Total Brut";3,00;56,85 €
926;2;1;" dont Ventes";2,00;54,96 €
927;2;1;" dont Remises";1,00;1,89 €
928;2;1;"Total Modification Note";1,00;18,95 €
929;0;0;"";0,00;0,00 €
930;1;1;"75CL MARCILLAC CUVEE 25";0,00;0,00 €
931;2;1;"Total Net";2,00;59,00 €
932;2;1;" dont Ventes";2,00;59,00 €
933;0;0;"";0,00;0,00 €
934;1;1;"75CL PETIT CADET ST-EMILION";0,00;0,00 €
935;2;1;"Total Net";1,00;35,20 €
936;2;1;" dont Ventes";1,00;35,20 €
937;0;0;"";0,00;0,00 €
938;1;1;"75CL RESERVE HOSPITALIERS";0,00;0,00 €
939;2;1;"Total Net";8,00;154,80 €
940;2;1;" dont Ventes";8,00;154,80 €
941;2;1;"Total Annulations";1,00;19,35 €
942;2;1;"Total Modification Note";1,00;19,35 €
943;0;0;"";0,00;0,00 €
944;1;1;"75CL RIOJA CRIANZA";0,00;0,00 €
945;2;1;"Total Net";2,00;45,98 €
946;2;1;"Total Brut";2,00;48,40 €
947;2;1;" dont Ventes";1,00;45,98 €
948;2;1;" dont Remises";1,00;2,42 €
949;2;1;"Total Avoir Ticket";1,00;24,20 €
950;2;1;"Total Modification Note";1,00;24,20 €
951;0;0;"";0,00;0,00 €
952;4;0;"Net VINS ROUGES";23,00;492,84 €
953;4;0;"Brut VINS ROUGES";23,00;497,15 €
954;4;0;" dont Ventes";21,00;492,84 €
955;4;0;" dont Remises";2,00;4,31 €
956;4;0;"Annulations";1,00;19,35 €
957;4;0;"Avoir Ticket";1,00;24,20 €
958;4;0;"Modification Note";5,00;103,70 €
959;0;0;"";0,00;0,00 €
960;3;3;"Net CAVE";535,00;3883,71 €
961;3;3;"Brut CAVE";538,00;3908,30 €
962;3;3;" dont Ventes";505,00;3848,22 €
963;3;3;" dont Menus";19,00;35,49 €
964;3;3;" dont Remises";11,00;11,34 €
965;3;3;" dont Offert Client";1,00;2,10 €
966;3;3;" dont Offert Direction";2,00;11,15 €
967;3;3;"Annulations CAVE";12,00;136,55 €
968;3;3;"Perte CAVE";3,00;18,10 €
969;3;3;"Erreur de saisie CAVE";1,00;11,65 €
970;3;3;"Avoir Ticket CAVE";16,00;163,30 €
971;3;3;"Modification Note CAVE";152,00;921,30 €
972;0;0;"";0,00;0,00 €
973;1;0;"COCKTAILS ALCOOLS";0,00;0,00 €
974;1;1;"AMERICANO";0,00;0,00 €
975;2;1;"Total Net";14,00;85,40 €
976;2;1;" dont Ventes";14,00;85,40 €
977;2;1;"Total Modification Note";9,00;54,90 €
978;0;0;"";0,00;0,00 €
979;1;1;"COCKTAIL AMERICANO";0,00;0,00 €
980;2;1;"Total Net";2,00;15,40 €
981;2;1;" dont Ventes";2,00;15,40 €
982;2;1;"Total Modification Note";2,00;15,40 €
983;0;0;"";0,00;0,00 €
984;1;1;"COCKTAIL BARMAN";0,00;0,00 €
985;2;1;"Total Net";5,00;35,00 €
986;2;1;"Total Brut";6,00;42,70 €
987;2;1;" dont Ventes";5,00;35,00 €
988;2;1;" dont Offert Client";1,00;7,70 €
989;2;1;"Total Modification Note";3,00;20,30 €
990;0;0;"";0,00;0,00 €
991;1;1;"GIN MANGO FIZZ";0,00;0,00 €
992;2;1;"Total Net";20,00;152,46 €
993;2;1;"Total Brut";21,00;161,70 €
994;2;1;" dont Ventes";18,00;152,46 €
995;2;1;" dont Remises";2,00;1,54 €
996;2;1;" dont Offert Direction";1,00;7,70 €
997;2;1;"Total Modification Note";10,00;77,00 €
998;0;0;"";0,00;0,00 €
999;1;1;"MOJITO";0,00;0,00 €
1000;2;1;"Total Net";65,00;496,65 €
1001;2;1;"Total Brut";68,00;523,60 €
1002;2;1;" dont Ventes";60,00;496,65 €
1003;2;1;" dont Offerts Personnel";1,00;7,70 €
1004;2;1;" dont Remises";5,00;3,85 €
1005;2;1;" dont Offert Client";2,00;15,40 €
1006;2;1;"Total Avoir Ticket";1,00;7,70 €
1007;2;1;"Total Modification Note";38,00;292,60 €
1008;0;0;"";0,00;0,00 €
1009;1;1;"MOJITO FRUITS ROUGES";0,00;0,00 €
1010;2;1;"Total Net";16,00;123,20 €
1011;2;1;" dont Ventes";16,00;123,20 €
1012;2;1;"Total Modification Note";6,00;46,20 €
1013;0;0;"";0,00;0,00 €
1014;1;1;"MOJITO MANGUE";0,00;0,00 €
1015;2;1;"Total Net";16,00;122,43 €
1016;2;1;"Total Brut";16,00;123,20 €
1017;2;1;" dont Ventes";15,00;122,43 €
1018;2;1;" dont Remises";1,00;0,77 €
1019;2;1;"Total Avoir Ticket";1,00;7,70 €
1020;2;1;"Total Modification Note";7,00;53,90 €
1021;0;0;"";0,00;0,00 €
1022;1;1;"SEX ON THE BEACH";0,00;0,00 €
1023;2;1;"Total Net";40,00;304,92 €
1024;2;1;"Total Brut";41,00;315,70 €
1025;2;1;" dont Ventes";36,00;304,92 €
1026;2;1;" dont Remises";4,00;3,08 €
1027;2;1;" dont Offert Client";1,00;7,70 €
1028;2;1;"Total Modification Note";15,00;115,50 €
1029;0;0;"";0,00;0,00 €
1030;4;0;"Net COCKTAILS ALCOOLS";178,00;1335,46 €
1031;4;0;"Brut COCKTAILS ALCOOLS";184,00;1390,90 €
1032;4;0;" dont Ventes";166,00;1335,46 €
1033;4;0;" dont Offerts Personnel";1,00;7,70 €
1034;4;0;" dont Remises";12,00;9,24 €
1035;4;0;" dont Offert Client";4,00;30,80 €
1036;4;0;" dont Offert Direction";1,00;7,70 €
1037;4;0;"Avoir Ticket";2,00;15,40 €
1038;4;0;"Modification Note";90,00;675,80 €
1039;0;0;"";0,00;0,00 €
1040;1;0;"DIGESTIFS";0,00;0,00 €
1041;1;1;"CALVADOS 2CL";0,00;0,00 €
1042;2;1;"Total Net";1,00;4,80 €
1043;2;1;" dont Ventes";1,00;4,80 €
1044;0;0;"";0,00;0,00 €
1045;1;1;"CALVADOS 4CL";0,00;0,00 €
1046;2;1;"Total Net";1,00;8,30 €
1047;2;1;" dont Ventes";1,00;8,30 €
1048;0;0;"";0,00;0,00 €
1049;1;1;"GET 27 4CL";0,00;0,00 €
1050;2;1;"Total Net";9,00;55,80 €
1051;2;1;" dont Ventes";9,00;55,80 €
1052;2;1;"Total Modification Note";2,00;12,40 €
1053;0;0;"";0,00;0,00 €
1054;1;1;"IRISH COFFEE";0,00;0,00 €
1055;2;1;"Total Net";5,00;37,00 €
1056;2;1;"Total Brut";6,00;44,40 €
1057;2;1;" dont Ventes";5,00;37,00 €
1058;2;1;" dont Offert Client";1,00;7,40 €
1059;2;1;"Total Modification Note";2,00;14,80 €
1060;0;0;"";0,00;0,00 €
1061;1;1;"VIEILLE PRUNE 4CL";0,00;0,00 €
1062;2;1;"Total Net";2,00;16,60 €
1063;2;1;" dont Ventes";2,00;16,60 €
1064;2;1;"Total Modification Note";1,00;8,30 €
1065;0;0;"";0,00;0,00 €
1066;4;0;"Net DIGESTIFS";18,00;122,50 €
1067;4;0;"Brut DIGESTIFS";19,00;129,90 €
1068;4;0;" dont Ventes";18,00;122,50 €
1069;4;0;" dont Offert Client";1,00;7,40 €
1070;4;0;"Modification Note";5,00;35,50 €
1071;0;0;"";0,00;0,00 €
1072;1;0;"WHISKIES";0,00;0,00 €
1073;1;1;"CAMPBELL BABY";0,00;0,00 €
1074;2;1;"Total Net";1,00;3,85 €
1075;2;1;" dont Ventes";1,00;3,85 €
1076;0;0;"";0,00;0,00 €
1077;1;1;"CHIVAS";0,00;0,00 €
1078;2;1;"Total Net";8,00;59,20 €
1079;2;1;" dont Ventes";8,00;59,20 €
1080;2;1;"Total Modification Note";2,00;14,80 €
1081;0;0;"";0,00;0,00 €
1082;1;1;"CLAN CAMPBELL";0,00;0,00 €
1083;2;1;"Total Net";19,00;112,80 €
1084;2;1;"Total Brut";23,00;138,00 €
1085;2;1;" dont Ventes";17,00;112,80 €
1086;2;1;" dont Offerts Personnel";2,00;12,00 €
1087;2;1;" dont Remises";2,00;1,20 €
1088;2;1;" dont Offert Client";2,00;12,00 €
1089;2;1;"Total Perte";2,00;12,00 €
1090;2;1;"Total Erreur de saisie";1,00;6,00 €
1091;2;1;"Total Modification Note";14,00;84,00 €
1092;0;0;"";0,00;0,00 €
1093;1;1;"JAMESON";0,00;0,00 €
1094;2;1;"Total Net";5,00;34,50 €
1095;2;1;" dont Ventes";5,00;34,50 €
1096;2;1;"Total Modification Note";1,00;6,90 €
1097;0;0;"";0,00;0,00 €
1098;1;1;"JAMESON BABY";0,00;0,00 €
1099;2;1;"Total Net";1,00;4,20 €
1100;2;1;" dont Ventes";1,00;4,20 €
1101;0;0;"";0,00;0,00 €
1102;4;0;"Net WHISKIES";34,00;214,55 €
1103;4;0;"Brut WHISKIES";38,00;239,75 €
1104;4;0;" dont Ventes";32,00;214,55 €
1105;4;0;" dont Offerts Personnel";2,00;12,00 €
1106;4;0;" dont Remises";2,00;1,20 €
1107;4;0;" dont Offert Client";2,00;12,00 €
1108;4;0;"Perte";2,00;12,00 €
1109;4;0;"Erreur de saisie";1,00;6,00 €
1110;4;0;"Modification Note";17,00;105,70 €
1111;0;0;"";0,00;0,00 €
1112;3;2;"Net LIQUIDES 20%";1543,00;9637,42 €
1113;3;2;"Brut LIQUIDES 20%";1567,00;9845,05 €
1114;3;2;" dont Ventes";1428,00;9549,43 €
1115;3;2;" dont Menus";44,00;87,99 €
1116;3;2;" dont Offerts Personnel";5,00;32,50 €
1117;3;2;" dont Remises";71,00;50,68 €
1118;3;2;" dont Offert Client";13,00;80,50 €
1119;3;2;" dont Offert Direction";6,00;43,95 €
1120;3;2;"Annulations LIQUIDES 20%";15,00;148,95 €
1121;3;2;"Perte LIQUIDES 20%";11,00;64,90 €
1122;3;2;"Erreur de saisie LIQUIDES 20%";5,00;35,55 €
1123;3;2;"Avoir Ticket LIQUIDES 20%";35,00;275,50 €
1124;3;2;"Modification Note LIQUIDES 20%";537,00;3221,70 €
1125;0;0;"";0,00;0,00 €
1126;1;0;"BOISSONS VAE 5.5%";0,00;0,00 €
1127;1;1;"PEPSI 33CL VAE";0,00;0,00 €
1128;2;1;"Total Net";1,00;2,50 €
1129;2;1;" dont Ventes";1,00;2,50 €
1130;0;0;"";0,00;0,00 €
1131;1;1;"PEPSI 33CL VAE M";0,00;0,00 €
1132;2;1;"Total Net";3,00;0,00 €
1133;2;1;" dont Menus";3,00;0,00 €
1134;2;1;"Total Erreur de saisie";1,00;0,00 €
1135;2;1;"Total Modification Note";2,00;0,00 €
1136;0;0;"";0,00;0,00 €
1137;4;0;"Net BOISSONS VAE 5.5%";4,00;2,50 €
1138;4;0;" dont Ventes";1,00;2,50 €
1139;4;0;" dont Menus";3,00;0,00 €
1140;4;0;"Erreur de saisie";1,00;0,00 €
1141;4;0;"Modification Note";2,00;0,00 €
1142;0;0;"";0,00;0,00 €
1143;3;2;"Net LIQUIDES 5.5%";4,00;2,50 €
1144;3;2;" dont Ventes";1,00;2,50 €
1145;3;2;" dont Menus";3,00;0,00 €
1146;3;2;"Erreur de saisie LIQUIDES 5.5%";1,00;0,00 €
1147;3;2;"Modification Note LIQUIDES 5.5%";2,00;0,00 €
1148;0;0;"";0,00;0,00 €
1149;3;1;"Net LIQUIDES";3405,00;15209,42 €
1150;3;1;"Brut LIQUIDES";3443,00;15469,30 €
1151;3;1;" dont Ventes";2877,00;14462,94 €
1152;3;1;" dont Menus";425,00;746,48 €
