Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
576;2;1;"Total Erreur de saisie";5,00;79,50 €
577;0;0;"";0,00;0,00 €
578;1;1;"FORMULE GOURMETS BURGERS VAE";0,00;0,00 €
579;2;1;"Total Erreur de saisie";2,00;35,80 €
580;0;0;"";0,00;0,00 €
581;4;0;"Erreur de saisie";7,00;115,30 €
582;0;0;"";0,00;0,00 €
583;1;0;"MENUS";0,00;0,00 €
584;1;1;"F. BONNE AFFAIRE";0,00;0,00 €
585;2;1;"Total Net";71,00;986,90 €
586;2;1;"Total Brut";81,00;1125,90 €
587;2;1;" dont Ventes";71,00;986,90 €
588;2;1;" dont Offert Client";10,00;139,00 €
589;2;1;"Total Perte";2,00;27,80 €
590;2;1;"Total Avoir Ticket";3,00;41,70 €
591;2;1;"Total Modification Note";48,00;667,20 €
592;0;0;"";0,00;0,00 €
593;1;1;"F. COMPLETE";0,00;0,00 €
594;2;1;"Total Net";88,00;1964,48 €
595;2;1;"Total Brut";88,00;1971,20 €
596;2;1;" dont Ventes";85,00;1964,48 €
597;2;1;" dont Remises";3,00;6,72 €
598;2;1;"Total Annulations";1,00;22,40 €
599;2;1;"Total Erreur de saisie";1,00;22,40 €
600;2;1;"Total Avoir Ticket";3,00;67,20 €
601;2;1;"Total Modification Note";20,00;448,00 €
602;0;0;"";0,00;0,00 €
603;1;1;"F. DESSERT";0,00;0,00 €
604;2;1;"Total Net";4,00;18,40 €
605;2;1;" dont Ventes";4,00;18,40 €
606;2;1;"Total Modification Note";1,00;4,60 €
607;0;0;"";0,00;0,00 €
608;1;1;"F. DU GRILLADIN SANS ALCOOL";0,00;0,00 €
609;2;1;"Total Net";5,00;63,50 €
610;2;1;" dont Ventes";5,00;63,50 €
611;0;0;"";0,00;0,00 €
612;1;1;"F. ENFANTS";0,00;0,00 €
613;2;1;"Total Net";208,00;1357,62 €
614;2;1;"Total Brut";209,00;1379,40 €
615;2;1;" dont Ventes";193,00;1357,62 €
616;2;1;" dont Remises";15,00;15,18 €
617;2;1;" dont Offert Direction";1,00;6,60 €
618;2;1;"Total Annulations";1,00;6,60 €
619;2;1;"Total Avoir Ticket";11,00;61,38 €
620;2;1;"Total Modification Note";30,00;198,00 €
621;0;0;"";0,00;0,00 €
622;1;1;"F. GOURMANDE";0,00;0,00 €
623;2;1;"Total Net";27,00;827,92 €
624;2;1;"Total Brut";27,00;853,20 €
625;2;1;" dont Ventes";21,00;827,92 €
626;2;1;" dont Remises";6,00;25,28 €
627;2;1;"Total Erreur de saisie";1,00;31,60 €
628;2;1;"Total Modification Note";18,00;568,80 €
629;0;0;"";0,00;0,00 €
630;1;1;"F. HALLES E+P";0,00;0,00 €
631;2;1;"Total Net";82,00;1454,26 €
632;2;1;"Total Brut";82,00;1459,60 €
633;2;1;" dont Ventes";79,00;1454,26 €
634;2;1;" dont Remises";3,00;5,34 €
635;2;1;"Total Modification Note";18,00;320,40 €
636;0;0;"";0,00;0,00 €
637;1;1;"F. HALLES P+D";0,00;0,00 €
638;2;1;"Total Net";111,00;1968,68 €
639;2;1;"Total Brut";111,00;1975,80 €
640;2;1;" dont Ventes";107,00;1968,68 €
641;2;1;" dont Remises";4,00;7,12 €
642;2;1;"Total Annulations";4,00;71,20 €
643;2;1;"Total Erreur de saisie";1,00;17,80 €
644;2;1;"Total Avoir Ticket";5,00;89,00 €
645;2;1;"Total Modification Note";25,00;445,00 €
646;0;0;"";0,00;0,00 €
647;4;0;"Net MENUS";596,00;8641,76 €
648;4;0;"Brut MENUS";607,00;8847,00 €
649;4;0;" dont Ventes";565,00;8641,76 €
650;4;0;" dont Remises";31,00;59,64 €
651;4;0;" dont Offert Client";10,00;139,00 €
652;4;0;" dont Offert Direction";1,00;6,60 €
653;4;0;"Annulations";6,00;100,20 €
654;4;0;"Perte";2,00;27,80 €
655;4;0;"Erreur de saisie";3,00;71,80 €
656;4;0;"Avoir Ticket";22,00;259,28 €
657;4;0;"Modification Note";160,00;2652,00 €
658;0;0;"";0,00;0,00 €
659;1;0;"PLATS TERROIRS";0,00;0,00 €
660;1;1;"ANDOUILLETTE";0,00;0,00 €
661;2;1;"Total Net";44,00;689,23 €
662;2;1;"Total Brut";44,00;690,80 €
663;2;1;" dont Ventes";43,00;689,23 €
664;2;1;" dont Remises";1,00;1,57 €
665;2;1;"Total Erreur de saisie";1,00;15,70 €
666;2;1;"Total Avoir Ticket";1,00;15,70 €
667;2;1;"Total Modification Note";3,00;47,10 €
668;0;0;"";0,00;0,00 €
669;1;1;"DOUBLE FILET BAR";0,00;0,00 €
670;2;1;"Total Net";22,00;418,29 €
671;2;1;"Total Brut";22,00;420,20 €
672;2;1;" dont Ventes";21,00;418,29 €
673;2;1;" dont Remises";1,00;1,91 €
674;2;1;"Total Avoir Ticket";1,00;19,10 €
675;2;1;"Total Modification Note";2,00;38,20 €
676;0;0;"";0,00;0,00 €
677;1;1;"ENFANT POULET CROUSTILLANT";0,00;0,00 €
678;2;1;"Total Net";89,00;0,00 €
679;2;1;"Total Brut";90,00;0,00 €
680;2;1;" dont Menus";89,00;0,00 €
681;2;1;" dont Offert Direction";1,00;0,00 €
682;2;1;"Total Annulations";1,00;0,00 €
683;2;1;"Total Avoir Ticket";3,00;0,00 €
684;2;1;"Total Modification Note";13,00;0,00 €
685;0;0;"";0,00;0,00 €
686;1;1;"JAMBON GRILLE";0,00;0,00 €
687;2;1;"Total Net";34,00;379,60 €
688;2;1;"Total Brut";35,00;379,60 €
689;2;1;" dont Ventes";26,00;379,60 €
690;2;1;" dont Menus";8,00;0,00 €
691;2;1;" dont Offert Client";1,00;0,00 €
692;2;1;"Total Perte";2,00;0,00 €
693;2;1;"Total Erreur de saisie";1,00;14,60 €
694;2;1;"Total Modification Note";7,00;0,00 €
695;0;0;"";0,00;0,00 €
696;1;1;"POULET CROUSTILLANT";0,00;0,00 €
697;2;1;"Total Net";5,00;0,00 €
698;2;1;"Total Brut";8,00;0,00 €
699;2;1;" dont Menus";5,00;0,00 €
700;2;1;" dont Offert Client";3,00;0,00 €
701;2;1;"Total Modification Note";10,00;0,00 €
702;0;0;"";0,00;0,00 €
703;1;1;"POULET OLIVES CITRONS";0,00;0,00 €
704;2;1;"Total Net";45,00;709,78 €
705;2;1;"Total Brut";46,00;733,70 €
706;2;1;" dont Ventes";42,00;709,78 €
707;2;1;" dont Remises";3,00;7,97 €
708;2;1;" dont Offert Direction";1,00;15,95 €
709;2;1;"Total Erreur de saisie";1,00;15,95 €
710;2;1;"Total Modification Note";9,00;143,55 €
711;0;0;"";0,00;0,00 €
712;1;1;"SUPP TATAKI BOEUF";0,00;0,00 €
713;2;1;"Total Net";10,00;35,00 €
714;2;1;" dont Ventes";10,00;35,00 €
715;2;1;"Total Erreur de saisie";1,00;3,50 €
716;2;1;"Total Modification Note";2,00;7,00 €
717;0;0;"";0,00;0,00 €
718;1;1;"SUPP TATAKI THON";0,00;0,00 €
719;2;1;"Total Net";8,00;28,00 €
720;2;1;" dont Ventes";8,00;28,00 €
721;2;1;"Total Erreur de saisie";1,00;3,50 €
722;0;0;"";0,00;0,00 €
723;1;1;"TATAKI DE THON";0,00;0,00 €
724;2;1;"Total Net";26,00;465,40 €
725;2;1;" dont Ventes";26,00;465,40 €
726;2;1;"Total Modification Note";1,00;17,90 €
727;0;0;"";0,00;0,00 €
728;4;0;"Net PLATS TERROIRS";283,00;2725,30 €
729;4;0;"Brut PLATS TERROIRS";289,00;2752,70 €
730;4;0;" dont Ventes";176,00;2725,30 €
731;4;0;" dont Menus";102,00;0,00 €
732;4;0;" dont Remises";5,00;11,45 €
733;4;0;" dont Offert Client";4,00;0,00 €
734;4;0;" dont Offert Direction";2,00;15,95 €
735;4;0;"Annulations";1,00;0,00 €
736;4;0;"Perte";2,00;0,00 €
737;4;0;"Erreur de saisie";5,00;53,25 €
738;4;0;"Avoir Ticket";5,00;34,80 €
739;4;0;"Modification Note";47,00;253,75 €
740;0;0;"";0,00;0,00 €
741;1;0;"PLATS VAE";0,00;0,00 €
742;1;1;"CLASSIC BURGER VAE";0,00;0,00 €
743;2;1;"Total Net";3,00;36,30 €
744;2;1;" dont Ventes";3,00;36,30 €
745;2;1;"Total Erreur de saisie";1,00;12,10 €
746;0;0;"";0,00;0,00 €
747;1;1;"CLASSIC FRITES";0,00;0,00 €
748;2;1;"Total Erreur de saisie";3,00;0,00 €
749;0;0;"";0,00;0,00 €
750;1;1;"ENFANT POULET CROUSTILLANT VAE";0,00;0,00 €
751;2;1;"Total Net";1,00;0,00 €
752;2;1;" dont Menus";1,00;0,00 €
753;0;0;"";0,00;0,00 €
754;1;1;"F. ENFANTS VAE";0,00;0,00 €
755;2;1;"Total Net";1,00;5,50 €
756;2;1;" dont Ventes";1,00;5,50 €
757;0;0;"";0,00;0,00 €
758;4;0;"Net PLATS VAE";5,00;41,80 €
759;4;0;" dont Ventes";4,00;41,80 €
760;4;0;" dont Menus";1,00;0,00 €
761;4;0;"Erreur de saisie";4,00;12,10 €
762;0;0;"";0,00;0,00 €
763;1;0;"SALADES ENTREES";0,00;0,00 €
764;1;1;"AVOCADO TOAST";0,00;0,00 €
765;2;1;"Total Net";34,00;0,00 €
766;2;1;" dont Menus";34,00;0,00 €
767;2;1;"Total Erreur de saisie";1,00;0,00 €
768;2;1;"Total Avoir Ticket";2,00;0,00 €
769;2;1;"Total Modification Note";8,00;0,00 €
770;0;0;"";0,00;0,00 €
771;1;1;"PETITE CHEVRE LARD";0,00;0,00 €
772;2;1;"Total Net";29,00;245,05 €
773;2;1;" dont Ventes";29,00;245,05 €
774;2;1;"Total Modification Note";2,00;16,90 €
775;0;0;"";0,00;0,00 €
776;1;1;"PETITE ST MARCELLIN MIEL";0,00;0,00 €
777;2;1;"Total Net";72,00;0,00 €
778;2;1;" dont Menus";72,00;0,00 €
779;2;1;"Total Avoir Ticket";1,00;0,00 €
780;2;1;"Total Modification Note";8,00;0,00 €
781;0;0;"";0,00;0,00 €
782;4;0;"Net SALADES ENTREES";135,00;245,05 €
783;4;0;" dont Ventes";29,00;245,05 €
784;4;0;" dont Menus";106,00;0,00 €
785;4;0;"Erreur de saisie";1,00;0,00 €
786;4;0;"Avoir Ticket";3,00;0,00 €
787;4;0;"Modification Note";18,00;16,90 €
788;0;0;"";0,00;0,00 €
789;1;0;"SALADES PLATS";0,00;0,00 €
790;1;1;"GRANDE BUDDHA BOWL";0,00;0,00 €
791;2;1;"Total Net";46,00;776,90 €
792;2;1;"Total Brut";46,00;782,00 €
793;2;1;" dont Ventes";44,00;776,90 €
794;2;1;" dont Remises";2,00;5,10 €
795;2;1;"Total Erreur de saisie";1,00;17,00 €
796;2;1;"Total Avoir Ticket";1,00;17,00 €
797;2;1;"Total Modification Note";7,00;119,00 €
798;0;0;"";0,00;0,00 €
799;1;1;"GRANDE BURRATA";0,00;0,00 €
800;2;1;"Total Net";54,00;1003,60 €
801;2;1;"Total Brut";54,00;1020,60 €
802;2;1;" dont Ventes";49,00;1003,60 €
803;2;1;" dont Remises";5,00;17,00 €
804;2;1;"Total Annulations";1,00;18,90 €
805;2;1;"Total Avoir Ticket";2,00;5,66 €
806;2;1;"Total Modification Note";12,00;226,80 €
807;0;0;"";0,00;0,00 €
808;1;1;"GRANDE CAESAR";0,00;0,00 €
809;2;1;"Total Net";89,00;1101,87 €
810;2;1;"Total Brut";89,00;1113,00 €
811;2;1;" dont Ventes";65,00;1101,87 €
812;2;1;" dont Menus";19,00;0,00 €
813;2;1;" dont Remises";5,00;11,13 €
814;2;1;"Total Annulations";1,00;15,90 €
815;2;1;"Total Erreur de saisie";3,00;15,90 €
816;2;1;"Total Modification Note";16,00;206,70 €
817;0;0;"";0,00;0,00 €
818;1;1;"GRANDE CHEVRE LARD";0,00;0,00 €
819;2;1;"Total Net";34,00;540,60 €
820;2;1;" dont Ventes";34,00;540,60 €
821;2;1;"Total Annulations";2,00;31,80 €
822;2;1;"Total Avoir Ticket";1,00;15,90 €
823;2;1;"Total Modification Note";7,00;111,30 €
824;0;0;"";0,00;0,00 €
825;1;1;"GRANDE FESTIVAL";0,00;0,00 €
826;2;1;"Total Net";71,00;1214,22 €
827;2;1;"Total Brut";72,00;1239,00 €
828;2;1;" dont Ventes";65,00;1214,22 €
829;2;1;" dont Menus";2,00;0,00 €
830;2;1;" dont Remises";4,00;7,08 €
831;2;1;" dont Offert Client";1,00;17,70 €
832;2;1;"Total Avoir Ticket";1,00;17,70 €
833;2;1;"Total Modification Note";16,00;283,20 €
834;0;0;"";0,00;0,00 €
835;4;0;"Net SALADES PLATS";294,00;4637,19 €
836;4;0;"Brut SALADES PLATS";295,00;4695,20 €
837;4;0;" dont Ventes";257,00;4637,19 €
838;4;0;" dont Menus";21,00;0,00 €
839;4;0;" dont Remises";16,00;40,31 €
840;4;0;" dont Offert Client";1,00;17,70 €
841;4;0;"Annulations";4,00;66,60 €
842;4;0;"Erreur de saisie";4,00;32,90 €
843;4;0;"Avoir Ticket";5,00;56,26 €
844;4;0;"Modification Note";58,00;947,00 €
845;0;0;"";0,00;0,00 €
846;1;0;"SUGGESTIONS";0,00;0,00 €
847;1;1;"FRITES A VOLONTE";0,00;0,00 €
848;2;1;"Total Net";146,00;0,00 €
849;2;1;"Total Brut";147,00;0,00 €
850;2;1;" dont Ventes";146,00;0,00 €
851;2;1;" dont Offert Client";1,00;0,00 €
852;2;1;"Total Annulations";1,00;0,00 €
853;2;1;"Total Avoir Ticket";4,00;0,00 €
854;2;1;"Total Modification Note";27,00;0,00 €
855;0;0;"";0,00;0,00 €
856;1;1;"GARNITURES SUPPLEMENT";0,00;0,00 €
857;2;1;"Total Net";163,00;325,40 €
858;2;1;"Total Brut";168,00;336,00 €
859;2;1;" dont Ventes";161,00;325,40 €
860;2;1;" dont Remises";2,00;0,60 €
861;2;1;" dont Offert Client";4,00;8,00 €
862;2;1;" dont Offert Direction";1,00;2,00 €
863;2;1;"Total Annulations";2,00;4,00 €
864;2;1;"Total Erreur de saisie";1,00;2,00 €
865;2;1;"Total Avoir Ticket";4,00;8,00 €
866;2;1;"Total Modification Note";34,00;68,00 €
867;0;0;"";0,00;0,00 €
868;1;1;"HACHE ENFANT 110GR M";0,00;0,00 €
869;2;1;"Total Net";3,00;0,00 €
870;2;1;" dont Menus";3,00;0,00 €
871;2;1;"Total Avoir Ticket";2,00;0,00 €
872;0;0;"";0,00;0,00 €
873;1;1;"PLAT DU JOUR 1";0,00;0,00 €
874;2;1;"Total Net";81,00;354,20 €
875;2;1;"Total Brut";82,00;356,50 €
876;2;1;" dont Ventes";29,00;354,20 €
877;2;1;" dont Menus";50,00;0,00 €
878;2;1;" dont Remises";2,00;2,30 €
879;2;1;" dont Offert Client";1,00;0,00 €
880;2;1;"Total Annulations";2,00;11,50 €
881;2;1;"Total Avoir Ticket";2,00;0,00 €
882;2;1;"Total Modification Note";12,00;34,50 €
883;0;0;"";0,00;0,00 €
884;1;1;"PLAT DU JOUR 2";0,00;0,00 €
885;2;1;"Total Net";10,00;34,50 €
886;2;1;"Total Brut";15,00;34,50 €
887;2;1;" dont Ventes";3,00;34,50 €
888;2;1;" dont Menus";7,00;0,00 €
889;2;1;" dont Offert Client";5,00;0,00 €
890;2;1;"Total Annulations";1,00;11,50 €
891;2;1;"Total Avoir Ticket";1,00;0,00 €
892;2;1;"Total Modification Note";11,00;0,00 €
893;0;0;"";0,00;0,00 €
894;1;1;"PTIT BURGER";0,00;0,00 €
895;2;1;"Total Net";85,00;0,00 €
896;2;1;" dont Menus";85,00;0,00 €
897;2;1;"Total Avoir Ticket";3,00;0,00 €
898;2;1;"Total Modification Note";11,00;0,00 €
899;0;0;"";0,00;0,00 €
900;1;1;"SUPP OEUF";0,00;0,00 €
901;2;1;"Total Net";8,00;8,00 €
902;2;1;"Total Brut";10,00;10,00 €
903;2;1;" dont Ventes";8,00;8,00 €
904;2;1;" dont Offert Client";2,00;2,00 €
905;2;1;"Total Erreur de saisie";1,00;1,00 €
906;2;1;"Total Avoir Ticket";1,00;1,00 €
907;2;1;"Total Modification Note";2,00;2,00 €
908;0;0;"";0,00;0,00 €
909;4;0;"Net SUGGESTIONS";496,00;722,10 €
910;4;0;"Brut SUGGESTIONS";510,00;737,00 €
911;4;0;" dont Ventes";347,00;722,10 €
912;4;0;" dont Menus";145,00;0,00 €
913;4;0;" dont Remises";4,00;2,90 €
914;4;0;" dont Offert Client";13,00;10,00 €
915;4;0;" dont Offert Direction";1,00;2,00 €
916;4;0;"Annulations";6,00;27,00 €
917;4;0;"Erreur de saisie";2,00;3,00 €
918;4;0;"Avoir Ticket";17,00;9,00 €
919;4;0;"Modification Note";97,00;104,50 €
920;0;0;"";0,00;0,00 €
921;1;0;"VIANDES";0,00;0,00 €
922;1;1;"SCE BEARNAISE";0,00;0,00 €
923;2;1;"Total Avoir Ticket";2,00;0,00 €
924;2;1;"Total Modification Note";21,00;0,00 €
925;0;0;"";0,00;0,00 €
926;1;1;"SCE ECHALOTTES";0,00;0,00 €
927;2;1;"Total Avoir Ticket";6,00;0,00 €
928;2;1;"Total Modification Note";53,00;0,00 €
929;0;0;"";0,00;0,00 €
930;1;1;"SCE POIVRE";0,00;0,00 €
931;2;1;"Total Erreur de saisie";2,00;0,00 €
932;2;1;"Total Avoir Ticket";8,00;0,00 €
933;2;1;"Total Modification Note";68,00;0,00 €
934;0;0;"";0,00;0,00 €
935;1;1;"SCE ROQUEFORT";0,00;0,00 €
936;2;1;"Total Annulations";2,00;0,00 €
937;2;1;"Total Erreur de saisie";1,00;0,00 €
938;2;1;"Total Avoir Ticket";8,00;0,00 €
939;2;1;"Total Modification Note";86,00;0,00 €
940;0;0;"";0,00;0,00 €
941;4;0;"Annulations";2,00;0,00 €
942;4;0;"Erreur de saisie";3,00;0,00 €
943;4;0;"Avoir Ticket";24,00;0,00 €
944;4;0;"Modification Note";228,00;0,00 €
945;0;0;"";0,00;0,00 €
946;1;0;"HACHES HORS PROMO";0,00;0,00 €
947;1;1;"HACHE 110GR";0,00;0,00 €
948;2;1;"Total Net";16,00;174,40 €
949;2;1;"Total Brut";17,00;185,30 €
950;2;1;" dont Ventes";16,00;174,40 €
951;2;1;" dont Offert Client";1,00;10,90 €
952;2;1;"Total Modification Note";3,00;32,70 €
953;0;0;"";0,00;0,00 €
954;1;1;"HACHE 220GR";0,00;0,00 €
955;2;1;"Total Net";20,00;296,00 €
956;2;1;" dont Ventes";20,00;296,00 €
957;2;1;"Total Avoir Ticket";1,00;14,80 €
958;2;1;"Total Modification Note";3,00;44,40 €
959;0;0;"";0,00;0,00 €
960;1;1;"HACHE 330GR";0,00;0,00 €
961;2;1;"Total Net";4,00;72,93 €
962;2;1;"Total Brut";4,00;74,80 €
963;2;1;" dont Ventes";3,00;72,93 €
964;2;1;" dont Remises";1,00;1,87 €
965;0;0;"";0,00;0,00 €
966;1;1;"STEAK HACHE SCE POIVRE";0,00;0,00 €
967;2;1;"Total Net";3,00;0,00 €
968;2;1;" dont Menus";3,00;0,00 €
969;0;0;"";0,00;0,00 €
970;4;0;"Net HACHES HORS PROMO";43,00;543,33 €
971;4;0;"Brut HACHES HORS PROMO";44,00;556,10 €
972;4;0;" dont Ventes";39,00;543,33 €
973;4;0;" dont Menus";3,00;0,00 €
974;4;0;" dont Remises";1,00;1,87 €
975;4;0;" dont Offert Client";1,00;10,90 €
976;4;0;"Avoir Ticket";1,00;14,80 €
977;4;0;"Modification Note";6,00;77,10 €
978;0;0;"";0,00;0,00 €
979;1;0;"TARTARES HORS PROMO";0,00;0,00 €
980;1;1;"HACHE 110G SUPP";0,00;0,00 €
981;2;1;"Total Net";2,00;6,00 €
982;2;1;" dont Ventes";2,00;6,00 €
983;0;0;"";0,00;0,00 €
984;1;1;"TARPACCIO DOUBLE";0,00;0,00 €
985;2;1;"Total Net";13,00;289,90 €
986;2;1;" dont Ventes";13,00;289,90 €
987;0;0;"";0,00;0,00 €
988;1;1;"TARPACCIO SIMPLE";0,00;0,00 €
989;2;1;"Total Net";22,00;393,80 €
990;2;1;" dont Ventes";22,00;393,80 €
991;2;1;"Total Modification Note";3,00;53,70 €
992;0;0;"";0,00;0,00 €
993;1;1;"TARTARE 110GR";0,00;0,00 €
994;2;1;"Total Net";28,00;217,00 €
995;2;1;" dont Ventes";14,00;217,00 €
996;2;1;" dont Menus";14,00;0,00 €
997;2;1;"Total Avoir Ticket";1,00;15,50 €
998;2;1;"Total Modification Note";2,00;0,00 €
999;0;0;"";0,00;0,00 €
1000;1;1;"TARTARE 220GR";0,00;0,00 €
1001;2;1;"Total Net";74,00;1286,56 €
1002;2;1;"Total Brut";75,00;1309,00 €
1003;2;1;" dont Ventes";67,00;1286,56 €
1004;2;1;" dont Menus";5,00;0,00 €
1005;2;1;" dont Remises";2,00;3,74 €
1006;2;1;" dont Offert Client";1,00;18,70 €
1007;2;1;"Total Annulations";1,00;18,70 €
1008;2;1;"Total Erreur de saisie";1,00;0,00 €
1009;2;1;"Total Avoir Ticket";1,00;18,70 €
1010;2;1;"Total Modification Note";16,00;243,10 €
1011;0;0;"";0,00;0,00 €
1012;1;1;"TARTARE 330GR";0,00;0,00 €
1013;2;1;"Total Net";25,00;540,93 €
1014;2;1;"Total Brut";25,00;547,50 €
1015;2;1;" dont Ventes";24,00;540,93 €
1016;2;1;" dont Remises";1,00;6,57 €
1017;2;1;"Total Modification Note";1,00;21,90 €
1018;0;0;"";0,00;0,00 €
1019;1;1;"TARTARE POELE 110GR";0,00;0,00 €
1020;2;1;"Total Net";4,00;62,00 €
1021;2;1;" dont Ventes";4,00;62,00 €
1022;0;0;"";0,00;0,00 €
1023;1;1;"TARTARE POELE 220GR";0,00;0,00 €
1024;2;1;"Total Net";5,00;93,50 €
1025;2;1;" dont Ventes";5,00;93,50 €
1026;2;1;"Total Modification Note";1,00;18,70 €
1027;0;0;"";0,00;0,00 €
1028;1;1;"TARTARE POELE 330GR";0,00;0,00 €
1029;2;1;"Total Net";1,00;21,90 €
1030;2;1;" dont Ventes";1,00;21,90 €
1031;0;0;"";0,00;0,00 €
1032;4;0;"Net TARTARES HORS PROMO";174,00;2911,59 €
1033;4;0;"Brut TARTARES HORS PROMO";175,00;2940,60 €
1034;4;0;" dont Ventes";152,00;2911,59 €
1035;4;0;" dont Menus";19,00;0,00 €
1036;4;0;" dont Remises";3,00;10,31 €
1037;4;0;" dont Offert Client";1,00;18,70 €
1038;4;0;"Annulations";1,00;18,70 €
1039;4;0;"Erreur de saisie";1,00;0,00 €
1040;4;0;"Avoir Ticket";2,00;34,20 €
1041;4;0;"Modification Note";23,00;337,40 €
1042;0;0;"";0,00;0,00 €
1043;1;0;"VIANDES HORS PROMO";0,00;0,00 €
1044;1;1;"ARAIGNEE 160GR";0,00;0,00 €
1045;2;1;"Total Net";66,00;1245,51 €
1046;2;1;"Total Brut";66,00;1247,40 €
1047;2;1;" dont Ventes";65,00;1245,51 €
1048;2;1;" dont Remises";1,00;1,89 €
1049;2;1;"Total Annulations";1,00;18,90 €
1050;2;1;"Total Perte";1,00;18,90 €
1051;2;1;"Total Avoir Ticket";1,00;18,90 €
1052;2;1;"Total Modification Note";7,00;132,30 €
1053;0;0;"";0,00;0,00 €
1054;1;1;"ARAIGNEE 240GR";0,00;0,00 €
1055;2;1;"Total Net";21,00;489,06 €
1056;2;1;"Total Brut";22,00;514,80 €
1057;2;1;" dont Ventes";20,00;489,06 €
1058;2;1;" dont Remises";1,00;2,34 €
1059;2;1;" dont Offert Client";1,00;23,40 €
1060;2;1;"Total Erreur de saisie";1,00;23,40 €
1061;2;1;"Total Modification Note";7,00;163,80 €
1062;0;0;"";0,00;0,00 €
1063;1;1;"BAVETTE D'ALOYAU";0,00;0,00 €
1064;2;1;"Total Net";112,00;1879,28 €
1065;2;1;"Total Brut";114,00;1926,60 €
1066;2;1;" dont Ventes";107,00;1879,28 €
1067;2;1;" dont Remises";5,00;13,52 €
1068;2;1;" dont Offert Client";1,00;16,90 €
1069;2;1;" dont Offert Direction";1,00;16,90 €
1070;2;1;"Total Avoir Ticket";6,00;101,40 €
1071;2;1;"Total Modification Note";24,00;405,60 €
1072;0;0;"";0,00;0,00 €
1073;1;1;"BROCH. CANARD PECHES";0,00;0,00 €
1074;2;1;"Total Net";69,00;1287,09 €
1075;2;1;"Total Brut";69,00;1304,10 €
1076;2;1;" dont Ventes";63,00;1287,09 €
1077;2;1;" dont Remises";6,00;17,01 €
1078;2;1;"Total Annulations";3,00;56,70 €
1079;2;1;"Total Erreur de saisie";1,00;18,90 €
1080;2;1;"Total Avoir Ticket";2,00;37,80 €
1081;2;1;"Total Modification Note";22,00;415,80 €
1082;0;0;"";0,00;0,00 €
1083;1;1;"BROCH. ONGLET";0,00;0,00 €
1084;2;1;"Total Net";31,00;545,16 €
1085;2;1;"Total Brut";31,00;548,70 €
1086;2;1;" dont Ventes";29,00;545,16 €
1087;2;1;" dont Remises";2,00;3,54 €
1088;2;1;"Total Modification Note";7,00;123,90 €
1089;0;0;"";0,00;0,00 €
1090;1;1;"CLASSIC BURGER";0,00;0,00 €
1091;2;1;"Total Net";60,00;874,54 €
1092;2;1;"Total Brut";60,00;876,00 €
1093;2;1;" dont Ventes";59,00;874,54 €
1094;2;1;" dont Remises";1,00;1,46 €
1095;2;1;"Total Avoir Ticket";2,00;29,20 €
1096;2;1;"Total Modification Note";5,00;73,00 €
1097;0;0;"";0,00;0,00 €
1098;1;1;"COTE 430GR";0,00;0,00 €
1099;2;1;"Total Net";66,00;1829,62 €
1100;2;1;"Total Brut";67,00;1896,10 €
1101;2;1;" dont Ventes";60,00;1829,62 €
1102;2;1;" dont Remises";6,00;38,18 €
1103;2;1;" dont Offert Client";1,00;28,30 €
1104;2;1;"Total Modification Note";13,00;367,90 €
1105;0;0;"";0,00;0,00 €
1106;1;1;"CROUSTI BURGER";0,00;0,00 €
1107;2;1;"Total Net";43,00;708,11 €
1108;2;1;"Total Brut";43,00;726,70 €
1109;2;1;" dont Ventes";38,00;708,11 €
1110;2;1;" dont Remises";5,00;18,59 €
1111;2;1;"Total Erreur de saisie";2,00;33,80 €
1112;2;1;"Total Avoir Ticket";1,00;16,90 €
1113;2;1;"Total Modification Note";9,00;152,10 €
1114;0;0;"";0,00;0,00 €
1115;1;1;"DOUBLE CLASSIC BURGER";0,00;0,00 €
1116;2;1;"Total Net";23,00;404,80 €
1117;2;1;" dont Ventes";23,00;404,80 €
1118;2;1;"Total Erreur de saisie";1,00;17,60 €
1119;2;1;"Total Modification Note";4,00;70,40 €
1120;0;0;"";0,00;0,00 €
1121;1;1;"DOUBLE CROUSTI BURGER";0,00;0,00 €
1122;2;1;"Total Net";25,00;495,51 €
1123;2;1;"Total Brut";25,00;497,50 €
1124;2;1;" dont Ventes";24,00;495,51 €
1125;2;1;" dont Remises";1,00;1,99 €
1126;2;1;"Total Modification Note";7,00;139,30 €
1127;0;0;"";0,00;0,00 €
1128;1;1;"DOUBLE ESTIVAL BURGER";0,00;0,00 €
1129;2;1;"Total Net";13,00;258,70 €
1130;2;1;" dont Ventes";13,00;258,70 €
1131;2;1;"Total Modification Note";2,00;39,80 €
1132;0;0;"";0,00;0,00 €
1133;1;1;"DOUBLE MAQUIGNON";0,00;0,00 €
1134;2;1;"Total Net";8,00;140,62 €
1135;2;1;"Total Brut";8,00;142,40 €
1136;2;1;" dont Ventes";7,00;140,62 €
1137;2;1;" dont Remises";1,00;1,78 €
1138;2;1;"Total Erreur de saisie";2,00;35,60 €
1139;2;1;"Total Modification Note";4,00;71,20 €
1140;0;0;"";0,00;0,00 €
1141;1;1;"DOUBLE RUSTIQUE MAQ.";0,00;0,00 €
1142;2;1;"Total Net";23,00;457,70 €
1143;2;1;" dont Ventes";23,00;457,70 €
